outcode,postcode,num_meters,total_cons_kwh,mean_cons_kwh,median_cons_kwh,Latitude_Longitude
LE18,All postcodes,14672,162777102.5933738,11094.404484281202,10161.0147605133,"(52.5920302, -1.1228102)"
LE19,All postcodes,7386,83306182.85409878,11278.930795301758,9962.850388383087,"(52.6131176, -1.1938461)"
LE2,All postcodes,42540,567706212.2102544,13345.233009173822,11408.109343036396,"(52.5961125, -1.0740893)"
LE3,All postcodes,40408,479449457.7523103,11865.21128866339,10560.8200727105,"(52.6257349, -1.1639103)"
LE4,All postcodes,38449,460617695.18869543,11979.96554367332,10773.387369137708,"(51.8842455, -2.4874178)"
LE5,All postcodes,30610,427330225.4358562,13960.477799276585,12428.23370482517,"(52.6270717, -1.1090229)"
LE6,All postcodes,5289,62712445.95572185,11857.146144020013,10480.36235770798,"(51.8866435, -2.500905)"
LE65,All postcodes,6890,82806494.05022343,12018.359078406884,10623.398295490231,"(52.7561594, -1.4761021)"
LE67,All postcodes,26808,304081420.4881022,11342.935709045889,10240.64573070306,"(52.7246351, -1.374379)"
LE7,All postcodes,20521,256538259.8905316,12501.255294114888,10611.478634002096,"(52.6085517, -0.9629517)"
LE8,All postcodes,17075,202209830.11393487,11842.449787053289,10364.14565826324,"(52.5713028, -1.1756911)"
LE9,All postcodes,24772,279630464.95894617,11288.166678465452,9976.568100847917,"(52.6296356, -1.323262)"
LL11,All postcodes,15111,147962993.18212217,9791.740664557088,8803.110628698007,"(53.0564118, -3.227058)"
LL12,All postcodes,11068,120091959.18282308,10850.37578449793,9798.735571042624,"(53.0906371, -2.9596639)"
LL13,All postcodes,13192,131141410.78758644,9940.980199180294,8573.317975625616,"(53.0375358, -2.9820679)"
LL14,All postcodes,13172,122677965.6415279,9313.541272511988,8420.366688324928,"(52.936915, -3.0910212)"
LL15,All postcodes,2753,28127685.098801393,10217.103196077513,8660.808394458081,"(53.1112432, -3.2961304)"
LL16,All postcodes,4195,40964511.95594365,9765.08032322852,8472.380608424764,"(53.2354219, -3.336584)"
LL17,All postcodes,1906,21277210.88994923,11163.279585492775,9588.717101195592,"(53.2571269, -3.4543032)"
LL18,All postcodes,16805,159182022.9390114,9472.301275751945,8333.022558342202,"(53.2970685, -3.4651105)"
LL19,All postcodes,9125,91197880.23152554,9994.288244550744,8784.464129040909,"(53.3369537, -3.4069807)"
LL20,All postcodes,2358,26233951.448413745,11125.50952010761,9143.620688155204,"(52.9878065, -3.205714)"
LL21,All postcodes,853,9334946.285292022,10943.665047235663,8993.501204171234,"(52.9977769, -3.5330521)"
LL22,All postcodes,7110,65907065.408470616,9269.62945266816,8182.869166344405,"(53.2383206, -3.6055356)"
LL23,All postcodes,829,8994566.12595867,10849.898825040616,9156.412727511695,"(52.921343, -3.515479)"
LL24,All postcodes,256,4015032.4061296578,15683.720336443976,11961.238834181644,"(53.0133682, -3.8386732)"
LL26,All postcodes,1403,13882726.855189048,9895.029832636526,8391.906241474167,"(53.1394723, -3.7951486)"
LL27,All postcodes,266,3179318.7220694106,11952.326022817331,10233.49343152516,"(53.1511136, -3.8397029)"
LL28,All postcodes,5869,62672433.26385574,10678.553972372762,9056.603043876708,"(53.308804, -3.7389884)"
LL29,All postcodes,8079,82169229.72534135,10170.71787663589,8614.68284267016,"(53.2952696, -3.7268868)"
LL30,All postcodes,9992,101479374.67035308,10156.06231688882,8215.255192069984,"(53.3228665, -3.832882)"
LL31,All postcodes,4743,45155932.750036374,9520.542430958543,8054.306458166926,"(53.2939114, -3.8298423)"
LL32,All postcodes,2339,23255816.206959855,9942.63198245398,8454.715503484405,"(53.2658242, -3.8468939)"
LL33,All postcodes,1575,14895412.57776986,9457.40481128245,8071.971563106442,"(53.2572728, -3.9800217)"
LL34,All postcodes,2100,19713260.707584,9387.267003611429,7807.9763837176415,"(53.2713803, -3.9194034)"
LL35,All postcodes,685,6109049.160749488,8918.319942699982,6778.4933235716635,"(51.023134299999995, -3.0765783915022147)"
LL36,All postcodes,1511,13841659.73655755,9160.595457682031,7338.869708074265,"(52.5877825, -4.0843099)"
LL40,All postcodes,1087,11112674.76694332,10223.251855513632,8406.627162258012,"(52.7709071, -3.8179786)"
LL41,All postcodes,1868,19796430.402722392,10597.66081516188,9204.991766098536,"(52.9490322, -3.9959335)"
LL42,All postcodes,1076,10546339.850407127,9801.431087738963,7814.046402090172,"(52.7216176, -4.0536647)"
LL48,All postcodes,638,6008948.84847837,9418.41512300685,8054.797155525537,"(52.9648623, -4.0580365)"
LL49,All postcodes,1675,16476410.929449856,9836.6632414626,7955.3464124073535,"(52.924652, -4.126958)"
LL52,All postcodes,1028,12149338.0384457,11818.422216386867,9724.149572406148,"(52.9175711, -4.2313022)"
LL53,All postcodes,2054,18695000.051049337,9101.752702555665,7536.620743936312,"(52.9369973, -4.3332471)"
LL54,All postcodes,1745,16270076.009852637,9323.825793611826,8168.148245560448,"(53.0965837, -4.2462503)"
LL55,All postcodes,6627,63594334.35102622,9596.247827225929,8164.222666685989,"(53.143823, -4.2746315)"
LL56,All postcodes,1022,9504441.272525543,9299.844689359634,8048.908787212145,"(53.1871137, -4.2058513)"
LL57,All postcodes,8607,85113019.2531535,9888.81366947293,8114.307785989617,"(53.2281457, -4.1344734)"
LL58,All postcodes,890,9062543.495944878,10182.633141511098,7891.885632185196,"(53.2943202, -4.0876066)"
LL59,All postcodes,2074,21749737.000691794,10486.854870150337,8829.470232067133,"(53.2228158, -4.1622105)"
LL60,All postcodes,5,38022.44809501077,7604.489619002154,3728.318537172288,"(53.2234086, -4.2328306)"
LL61,All postcodes,1242,12835324.034635983,10334.39938376488,9512.659010479238,"(53.1591902, -4.2801672)"
LL65,All postcodes,8179,71321010.3785184,8720.015940642916,7347.71015909324,"(53.2928007, -4.418033)"
LL68,All postcodes,1527,14466830.048454378,9474.020987854865,8435.087609106666,"(None, None)"
LL71,All postcodes,227,1910834.353012991,8417.77248023344,7340.832497512205,"(None, None)"
LL77,All postcodes,2279,20881056.702888142,9162.376789332226,7903.171671452474,"(53.269701, -4.2665429)"
LN1,All postcodes,12081,128437699.62993324,10631.379822029074,9107.614677075206,"(52.4834855, -1.9040209)"
LN10,All postcodes,2275,30303711.127246294,13320.312583404966,11707.094185192078,"(53.1526943, -0.2112837)"
LN11,All postcodes,9781,104370330.68923296,10670.721878052647,9050.996285037349,"(53.4459511, 0.1395988)"
LN12,All postcodes,6293,60958164.35423997,9686.662061693942,8477.859228797375,"(53.3547249, 0.2516661)"
LN13,All postcodes,2163,23340905.57041406,10790.987318730497,9144.366966644884,"(53.2612106, 0.1777318)"
LN2,All postcodes,17420,195178753.836338,11204.291265002184,9715.517412635509,"(52.4848445, -1.9021672)"
LN3,All postcodes,3579,38770066.80158662,10832.653479068627,9673.79859745412,"(53.2868288, -0.4068783)"
LN4,All postcodes,12189,132985473.1624219,10910.285762771508,9940.997675668255,"(53.024637, -0.1531785)"
LN5,All postcodes,12699,132573511.52924402,10439.681197672577,8987.424757137687,"(53.2180317, -0.5455394)"
LN6,All postcodes,24885,243446891.748395,9782.876903692786,8822.536106644244,"(53.2172011, -0.5747805)"
LN7,All postcodes,1638,19088837.046235207,11653.746670473263,10314.9770546518,"(53.5247371, -0.4234898)"
LN8,All postcodes,3969,44508792.791463576,11214.107531232949,9898.285555356031,"(53.4522889, -0.1290411)"
LN9,All postcodes,3755,40023180.99182244,10658.636748820889,9418.519180722358,"(53.2126995, -0.1456258)"
LS1,All postcodes,299,6737129.87814528,22532.206950318665,15639.003584917662,"(53.7957705, -1.5459555)"
LS10,All postcodes,14776,139413290.3987731,9435.117108742088,8447.1624735922,"(53.7395814, -1.5379589)"
LS11,All postcodes,14244,145232253.78928837,10196.030173356388,8593.509029221446,"(53.7818451, -1.5440887)"
LS12,All postcodes,17039,173074626.63639688,10157.557757872932,8778.247231291472,"(51.8821364, -0.4160764)"
LS13,All postcodes,15366,149765152.69511077,9746.528224333644,8777.246975227376,"(53.8132222, -1.654076)"
LS14,All postcodes,15764,159262325.9352634,10102.913342759668,8759.54244286183,"(53.8127783, -1.4765592)"
LS15,All postcodes,15718,182263251.29751647,11595.829704639042,10528.695346007618,"(53.796566, -1.4715682)"
LS16,All postcodes,16228,223944325.03713417,13799.87213687048,11908.251542695793,"(53.8780653, -1.5642278)"
LS17,All postcodes,16781,258059969.7531423,15378.104389079454,13488.453043975796,"(53.8456743, -1.5499442)"
LS18,All postcodes,8735,112348094.16862191,12861.831043917791,11151.85487484906,"(53.8365467, -1.6567346)"
LS19,All postcodes,8797,109893481.74694043,12492.154342041656,10996.815184686726,"(53.8438384, -1.6651241)"
LS2,All postcodes,1512,20438750.829002075,13517.692347223594,8665.718423916476,"(53.8024948, -1.5439065)"
LS20,All postcodes,5426,74268115.68548508,13687.452208898836,11757.509922541216,"(53.872327, -1.6947043)"
LS21,All postcodes,7484,87175637.32091443,11648.267947743778,10312.13990781594,"(53.9231658, -1.6721925)"
LS22,All postcodes,6860,99122887.7545465,14449.400547309984,12123.103514498504,"(53.9294113, -1.3984233)"
LS23,All postcodes,4175,59333728.00144439,14211.67137759147,11998.071506306373,"(53.9203439, -1.3255182)"
LS24,All postcodes,4397,51516278.70701984,11716.23350171022,10323.642852569752,"(53.8260688, -1.2101839)"
LS25,All postcodes,18759,204152976.4709026,10882.934936345358,9780.503808975216,"(53.7636108, -1.3797846)"
LS26,All postcodes,13674,148294682.11165583,10845.0111241521,9848.521221430035,"(53.7526242, -1.485881)"
LS27,All postcodes,17008,177560618.4747257,10439.829402323949,9346.392676529134,"(53.7434639, -1.5989589)"
LS28,All postcodes,17626,210259553.95335063,11928.943262983696,10493.186255683258,"(53.8161301, -1.6740808)"
LS29,All postcodes,13765,214973280.06909645,15617.38322332702,13454.44433775328,"(53.9270858, -1.8401027)"
LS3,All postcodes,984,10872383.11423353,11049.16983153814,7628.953011970983,"(54.6473937, -2.9168850397137747)"
LS4,All postcodes,3695,39491692.44397785,10687.87346251092,8793.251072273619,"(53.8167568, -1.5896752)"
LS5,All postcodes,3338,32895711.488235474,9854.916563282048,8647.713814736242,"(53.832291, -1.6162628)"
LS6,All postcodes,15893,206915250.62654245,13019.269529134994,10786.802030455256,"(53.8151221, -1.5621779)"
LS7,All postcodes,11813,136663954.84966037,11568.945640367425,9971.552717493045,"(53.8084832, -1.533334)"
LS8,All postcodes,18008,250130827.62660137,13889.983764249297,12088.59468024107,"(53.8292461, -1.4996604)"
LS9,All postcodes,13299,128087185.97252382,9631.33964753168,8217.103578518294,"(53.7949693, -1.4984504)"
LU1,All postcodes,15163,190252035.6667436,12547.123634290288,10889.086886444877,"(51.8502764, -0.3737143)"
LU2,All postcodes,21311,264286018.32696643,12401.389814038122,11132.84580737405,"(51.8801212, -0.3754067)"
LU3,All postcodes,20973,263868669.6926607,12581.350769687726,11286.528046131136,"(51.9250861, -0.4283968)"
LU4,All postcodes,17392,221832058.4431804,12754.833167156186,11480.743625424711,"(51.8947591, -0.4865025)"
LU5,All postcodes,17618,192521355.64357,10927.537498216028,9922.513990530048,"(51.8963118, -0.4965378)"
LU6,All postcodes,13175,163771264.91141754,12430.456539766035,11027.24023666635,"(51.8688276, -0.5848608)"
LU7,All postcodes,23507,266006281.8636483,11316.045512555762,10012.519351683017,"(51.8979441, -0.717957)"
M1,All postcodes,576,8279767.194305893,14374.595823447731,8034.867464815166,"(52.4006454, -1.174951)"
M11,All postcodes,9293,87530103.65139025,9418.928618464462,8227.228207639342,"(51.8744523, 0.2083633)"
M12,All postcodes,6211,63843756.77275901,10279.142935559332,8825.715256005553,"(54.4670665, -6.423255)"
M13,All postcodes,6251,72131325.1220878,11539.165753013567,9817.943783559384,"(54.164787950000004, -0.25709542270709895)"
M14,All postcodes,15937,182692516.7655517,11463.419512176177,9627.96351985198,"(54.16481765, -0.2572280499999984)"
M15,All postcodes,4323,34930749.48865295,8080.210383680997,6974.145950123412,"(51.41615625, 0.8694327717776128)"
M16,All postcodes,12134,148573429.64273715,12244.390113955593,10183.660420582695,"(52.985664, -1.9856491)"
M17,All postcodes,268,6998249.708934246,26112.87204826211,21870.51712027219,"(54.164874, -0.2576286500000009)"
M18,All postcodes,10235,100241354.59160872,9793.97699966866,8759.763558240058,"(53.6182587, -0.9784595)"
M19,All postcodes,13283,153512838.60085398,11557.09091326161,10176.2485296243,"(51.41644615, 0.8695826)"
M2,All postcodes,122,2933951.5252959924,24048.782994229445,20319.200549686975,"(57.13173505, -3.6543120832913654)"
M20,All postcodes,19186,224897200.55190223,11721.943112264267,9705.235285141684,"(51.2364507, 0.6776759)"
M21,All postcodes,11169,136678858.51670653,12237.340721345376,10468.601577921632,"(51.416229599999994, 0.8697472302133048)"
M22,All postcodes,18120,175656725.40243977,9694.079768346566,8745.982606470572,"(54.7418877, -6.330386)"
M23,All postcodes,13259,123752065.97675572,9333.438869956688,8394.568336293365,"(51.2710905, -0.1442205)"
M24,All postcodes,21845,227594371.22111875,10418.602482083716,9337.57917895166,"(51.41606855, 0.87004665)"
M25,All postcodes,12434,168653755.9796718,13563.91796523016,11616.850166602211,"(51.4951324, 0.2686761)"
M26,All postcodes,15335,153533482.71712765,10011.964963620974,8944.82205346158,"(51.2926271, 0.1467502)"
M27,All postcodes,18148,193841778.0771819,10681.164760699909,9676.689027903329,"(50.8675362, -1.2246664)"
M28,All postcodes,19013,219709726.31704265,11555.763231317658,10187.076420299403,"(51.41640925, 0.8697595282243201)"
M29,All postcodes,10279,106508594.31464627,10361.76615572004,9551.18393141031,"(51.4163601, 0.8698636)"
M3,All postcodes,1519,13909451.017123817,9156.978944781971,6515.437126868547,"(51.3985781, -0.5483776)"
M30,All postcodes,16116,164139711.81605992,10184.891524947872,8571.752001927585,"(51.41630505, 0.8699631159415584)"
M31,All postcodes,3712,34922863.243805274,9408.098934214782,8819.809133817407,"(51.416244, 0.8700784787445347)"
M32,All postcodes,11713,131177576.885884,11199.315024834286,9964.612484559166,"(51.5006614, -2.5301057)"
M33,All postcodes,24560,301058396.92286646,12258.078050605312,10910.576388305091,"(52.9736904, -1.9885533)"
M34,All postcodes,21074,218630128.00645897,10374.401063227624,9345.4540085298,"(51.41610585, 0.8703789828686492)"
M35,All postcodes,9453,99476750.30635568,10523.29951405434,9456.685976405184,"(51.4160447, 0.87048225)"
M38,All postcodes,6291,60231064.41952056,9574.163792643549,8685.937030894695,"(52.9717489, -1.9899748)"
M4,All postcodes,1345,13343694.883828864,9920.96273890622,7139.517371381904,"(51.5695713, -2.6656155)"
M40,All postcodes,18327,177411486.5472544,9680.334290787056,8614.079210939559,"(52.3476634, -1.8139103)"
M41,All postcodes,17172,204324830.49865335,11898.72062069959,10896.373918741436,"(51.5051047, -0.2172653)"
M43,All postcodes,10421,109149150.75861707,10473.96130492439,9694.899571314396,"(52.9697572, -1.990117)"
M44,All postcodes,8477,83830281.67522267,9889.144942222798,9059.99143612354,"(52.9694794, -1.9902296)"
M45,All postcodes,9797,123070834.70129238,12562.093977880206,10517.819262817504,"(52.3335739, -1.2930501)"
M46,All postcodes,10158,98192095.50710095,9666.479179671289,8539.375536735166,"(52.9691789, -1.9905515)"
M5,All postcodes,6099,51417856.40704929,8430.538843588996,6907.209898660504,"(51.633078, -2.4559929)"
M50,All postcodes,401,5776713.218971785,14405.7686258648,9421.3437014613,"(52.0012515, -2.2568787)"
M6,All postcodes,13372,140302299.93716025,10492.24498483101,9068.358442556697,"(52.4050587, -1.1889492)"
M60,All postcodes,6,38197.61159003896,6366.268598339826,3361.7269660364677,"(53.5243351, -2.3573152)"
M7,All postcodes,10373,131721733.11334684,12698.518568721376,9306.079860613803,"(51.542665799999995, -0.008708585285704742)"
M8,All postcodes,10834,133870194.45031478,12356.488319209411,10695.495105299817,"(55.9169729, -3.5149419)"
M9,All postcodes,16496,164480278.2784363,9970.91890630676,9074.766487668838,"(55.9510282, -3.4123568)"
ME1,All postcodes,13741,140089958.88647026,10195.03375929483,8727.162495538527,"(51.3835365, 0.5056955)"
ME10,All postcodes,21075,202295081.7842211,9598.817641006934,8600.522911789629,"(51.3435954, 0.7319772)"
ME11,All postcodes,1521,13249184.85956414,8710.838171968533,7862.622975012931,"(51.4171778, 0.7424689)"
ME12,All postcodes,16024,158755771.48393056,9907.374655762016,8831.36593255467,"(51.4405952, 0.7690289)"
ME13,All postcodes,11756,117970307.4957812,10034.901964595205,8547.174740687247,"(51.2785959, 0.8166699)"
ME14,All postcodes,12816,148970751.99024585,11623.810236442405,10202.962369099025,"(51.2729068, 0.5202799)"
ME15,All postcodes,20136,208385371.3243139,10348.89607291984,9114.559962351155,"(51.2548612, 0.5160599)"
ME16,All postcodes,13304,140489638.03105104,10559.954752784955,9344.405821036298,"(51.2702064, 0.5088045)"
ME17,All postcodes,9536,108711076.34386674,11400.070925321595,9562.78431583836,"(51.1982944, 0.5960551)"
ME18,All postcodes,2483,32586776.30016346,13123.953403207192,11122.345803842005,"(52.9411178, -1.1601718)"
ME19,All postcodes,10000,120365081.79606453,12036.508179606451,10361.511139298907,"(51.3024811, 0.3818366)"
ME2,All postcodes,16670,172062650.03269604,10321.694663029157,9208.293197559851,"(51.4025901, 0.4946923)"
ME20,All postcodes,8596,89819320.4729481,10448.96701639694,9355.374603877452,"(51.3003514, 0.4398927)"
ME3,All postcodes,10977,115982524.34667093,10565.958307977671,9392.269600718077,"(51.4256287, 0.5727263)"
ME4,All postcodes,12668,124426750.17398924,9822.13057893821,8438.484074324371,"(51.3808828, 0.5253855)"
ME5,All postcodes,20230,211499104.96287817,10454.725900290568,9462.070946089016,"(51.3764559, 0.5409456)"
ME6,All postcodes,4544,40689694.34114036,8954.598226483355,8141.329775459429,"(51.3297452, 0.4478798)"
ME7,All postcodes,19979,210116659.59294495,10516.875699131337,9198.820157828117,"(51.3914811, 0.5561604)"
ME8,All postcodes,21018,222830629.7127831,10601.895028679375,9545.333979489882,"(51.348029, 0.6120749)"
ME9,All postcodes,7087,80108789.90985751,11303.6249343668,9672.472144276331,"(51.3228328, 0.7951301)"
MK1,All postcodes,313,5751162.521288751,18374.32115427716,13677.525242811416,"(52.45311235, -1.8176077987104935)"
MK10,All postcodes,9030,90685694.1174466,10042.712526849014,8750.21721272655,"(52.0521528, -0.6967106)"
MK11,All postcodes,4737,50680615.65300673,10698.88445281966,9439.867618717111,"(52.042890150000005, -0.8234337090877537)"
MK12,All postcodes,5717,59379178.00325868,10386.422599835349,9192.04764462319,"(52.0604788, -0.8141248)"
MK13,All postcodes,7490,80308272.23449785,10722.065718891568,9704.33594297844,"(52.0500402, -0.7882453)"
MK14,All postcodes,7923,86148532.7343196,10873.221347257302,9564.271271049976,"(52.0605033, -0.7474682)"
MK15,All postcodes,2761,34118191.1538296,12357.186220148353,10679.954819753504,"(52.0640991, -0.7380383)"
MK16,All postcodes,6636,73635780.58647083,11096.41057662309,9921.131573198332,"(52.1160847, -0.6111517)"
MK17,All postcodes,8688,112923583.9290898,12997.650083919176,10788.561182901249,"(51.9562283, -0.7184082)"
MK18,All postcodes,11663,136356024.74780285,11691.33368325498,10246.516697734596,"(52.0235419, -1.031283)"
MK19,All postcodes,4878,56956055.07872471,11676.108052219088,10517.114647276823,"(52.0577403, -0.9166558)"
MK2,All postcodes,6348,64940182.166350625,10230.02239545536,9027.163438752814,"(52.4759975, -1.8933805)"
MK3,All postcodes,11142,119574817.16472092,10731.898865977464,9757.788063569928,"(52.4761819, -1.8929449)"
MK4,All postcodes,9048,97934331.6735281,10823.865127489844,9700.875793565883,"(52.4757599, -1.8937266)"
MK40,All postcodes,13751,169383535.38725552,12317.906725856705,9765.840082493432,"(52.1403096, -0.4436448)"
MK41,All postcodes,17269,193027640.50229284,11177.69647937303,9983.081220152206,"(52.1546178, -0.4416541)"
MK42,All postcodes,21133,218933602.01154432,10359.79756833125,9142.147784043967,"(52.1223601, -0.465978)"
MK43,All postcodes,14502,166056663.58939707,11450.604302123644,10022.124558258847,"(52.0702207, -0.5139786)"
MK44,All postcodes,4162,53724374.20988963,12908.307114341573,11193.424701417676,"(52.1459677, -0.3216666)"
MK45,All postcodes,17978,213023631.44529253,11849.128459522335,10399.54349327351,"(52.0299124, -0.4942205)"
MK46,All postcodes,4013,51278909.21068351,12778.198158655248,11194.54874148221,"(52.1491768, -0.7587441)"
MK5,All postcodes,5631,73501735.91839041,13053.052018893695,11231.872610658878,"(52.0160005, -0.7764203)"
MK6,All postcodes,9918,104556290.76320116,10542.074083807336,9295.717354903243,"(52.0166478, -0.7157462)"
MK7,All postcodes,5242,56693607.08641216,10815.262702482289,9453.690246753424,"(52.4764355, -1.8954923)"
MK8,All postcodes,5758,62691199.701094195,10887.66927771695,9815.54690215046,"(52.0446913, -0.799098)"
MK9,All postcodes,873,9404022.898027277,10772.076630042697,7665.634577106666,"(52.0427788, -0.7553489)"
ML1,All postcodes,24480,276059014.4114639,11276.920523344112,10004.404801227764,"(55.7903235, -3.9926445)"
ML10,All postcodes,4396,71140359.26113701,16182.975264134897,14393.188575548944,"(55.7115993, -4.0947461)"
ML11,All postcodes,7721,108925411.75088412,14107.68187422408,12402.518745433104,"(55.680805, -3.7685637)"
ML12,All postcodes,1577,23223344.576137085,14726.280644348182,12453.574396092072,"(55.4170814, -3.7603539)"
ML2,All postcodes,17563,201270616.854273,11459.92238537112,10321.250162679984,"(55.770887650000006, -3.909192312226799)"
ML3,All postcodes,24123,284986932.4320315,11813.90923318126,10460.401838004494,"(55.7578655, -4.0394318)"
ML4,All postcodes,10049,107197461.04605033,10667.475474778616,9592.45577679599,"(55.8083638, -4.0377439)"
ML5,All postcodes,20326,226292866.1187049,11133.172592674648,10051.456087139784,"(55.8605905, -4.0476951)"
ML6,All postcodes,23514,283470051.96741396,12055.373478243342,10876.367854477923,"(55.9139777, -3.940582)"
ML7,All postcodes,6238,77386491.87394577,12405.657562351038,11199.556153946363,"(55.8579361, -3.7642529)"
ML8,All postcodes,7983,105718764.42880036,13242.98690076417,11829.894585098558,"(55.730725, -3.811832)"
ML9,All postcodes,10377,128839229.99634825,12415.845619769512,10979.968165297669,"(51.023134299999995, -3.0765783915022147)"
N1,All postcodes,36138,337874283.86556125,9349.556806285938,7325.3862766618995,"(54.0973616, -6.3623124)"
N10,All postcodes,10411,151291596.634547,14531.898629771107,11617.660282346937,"(51.4657528, -0.4846699)"
N11,All postcodes,10925,131089321.99427308,11999.022608171448,10454.604611117156,"(51.4660634, -0.4876472)"
N12,All postcodes,10718,154197297.52923265,14386.760359137214,12121.83002276352,"(51.5489673, -0.006368001444653664)"
N13,All postcodes,11436,153921367.923474,13459.37110208762,11858.162560444429,"(51.548013350000005, -0.005264893233919637)"
N14,All postcodes,10816,172855579.82146814,15981.470027872425,14452.041766362518,"(51.54743155, -0.0067864235094493176)"
N15,All postcodes,16225,175778125.81590232,10833.782792967786,8834.806635365852,"(51.5466976, -0.006458016441055972)"
N16,All postcodes,24186,269249854.175721,11132.467302394814,8602.343913914578,"(51.574245, -0.0720866)"
N17,All postcodes,21237,229446529.4711319,10804.093302779673,9311.335582494894,"(51.5921262, -0.0696713)"
N18,All postcodes,9951,117769323.00181895,11834.92342496422,10607.774629841497,"(51.6140349, -0.0537928)"
N19,All postcodes,14049,134696323.70735937,9587.609346384752,7613.224230437305,"(51.5563644, -0.1380512)"
N1C,All postcodes,9,248631.56185426575,27625.729094918417,28575.45763037328,"(51.5319464, -0.1260096)"
N2,All postcodes,8722,136794332.574248,15683.826252493463,12094.735685240634,"(51.36653835, 1.3886543093601431)"
N20,All postcodes,7849,132440760.23236457,16873.583925642062,13902.431699186543,"(51.625735399999996, -0.1763532580298)"
N21,All postcodes,8963,146716764.90971163,16369.158195884373,14440.02843156143,"(51.6454684, -0.1094708)"
N22,All postcodes,15932,179995878.96375194,11297.757906336426,9564.616724563684,"(51.5955605, -0.1039543)"
N3,All postcodes,10399,168559286.30736715,16209.182258617862,13098.342475194471,"(51.4659049, -0.440542)"
N4,All postcodes,19223,192227350.7837452,9999.862185077522,7838.70095806255,"(53.4835436, -2.235114)"
N5,All postcodes,10010,104815669.75963607,10471.095880083523,8168.230275054769,"(52.45962095, -1.712837382117714)"
N6,All postcodes,7508,116571023.54164872,15526.241814284596,11039.674689526502,"(51.4652094, -0.4666251)"
N7,All postcodes,18602,165769883.79013333,8911.401128380461,7000.269759911434,"(51.558866, -0.11710507491412722)"
N8,All postcodes,15574,187703525.012885,12052.364518613394,9682.564264545852,"(51.4648818, -0.4823462)"
N9,All postcodes,16010,190651723.37155312,11908.29002945366,10605.772407373192,"(50.7941437, -0.6560887)"
NE1,All postcodes,1471,20170474.22662784,13712.083090841496,8415.882998459554,"(52.4825244, -1.8926859)"
NE10,All postcodes,15555,164505130.96221778,10575.707551412264,9732.740845722472,"(54.9492457, -1.5711955)"
NE11,All postcodes,7586,88978895.6999339,11729.356142886092,10295.210397074688,"(54.9553277, -1.6375052)"
NE12,All postcodes,16143,178222288.44272137,11040.221052017678,9923.675391585406,"(55.0433363, -1.5796743)"
NE13,All postcodes,9923,115712456.565038,11661.035630861434,10470.889863247843,"(55.0589335, -1.6272504)"
NE15,All postcodes,14386,160445860.98087135,11152.91679277571,10013.237472382523,"(54.9785912, -1.6812167)"
NE16,All postcodes,11468,148247078.158679,12927.021116034097,11775.93732622561,"(54.9079111, -1.7231915)"
NE17,All postcodes,2302,24095502.34583444,10467.20345170914,9572.80855859179,"(54.9059345, -1.8135932)"
NE2,All postcodes,9268,133294028.67538318,14382.17832060673,11364.050174448532,"(54.9830972, -1.6307803)"
NE20,All postcodes,4556,93906415.97970156,20611.592620654425,18185.039195714875,"(55.0836327, -1.7641532)"
NE21,All postcodes,8131,91523775.34392688,11256.15242207931,10135.278109943903,"(54.9664845, -1.7042551)"
NE22,All postcodes,8299,89668258.04757795,10804.706355895643,9872.497059704394,"(55.142823, -1.5611403)"
NE23,All postcodes,18319,196873965.04650408,10746.982097631098,9836.08170817356,"(55.0935538, -1.5692109)"
NE24,All postcodes,18931,186602910.90888184,9857.002319416926,9019.19679545186,"(55.1271531, -1.5186083)"
NE25,All postcodes,13690,167599759.32211325,12242.495202491837,11332.781280209849,"(55.0424457, -1.4661721)"
NE26,All postcodes,8354,122931291.69246532,14715.261155430371,13238.456579611831,"(55.0792687, -1.4729276)"
NE27,All postcodes,7053,74359337.72152267,10542.93743393204,9752.424819522128,"(55.0383189, -1.5041372)"
NE28,All postcodes,21932,213575923.03442177,9738.096071239364,8864.677601118532,"(55.0150877, -1.4981668)"
NE29,All postcodes,16719,174210853.8833914,10419.932644499757,9286.898839136187,"(55.0034961, -1.4837332)"
NE3,All postcodes,22086,303375671.2475946,13736.107545395029,11793.652902655078,"(55.0171467, -1.6232915)"
NE30,All postcodes,10384,132732906.02546608,12782.444725102663,11507.251083850071,"(55.0270138, -1.4364836)"
NE31,All postcodes,10488,102957235.86463524,9816.670086254311,9021.165192827895,"(54.9619663, -1.5260751)"
NE32,All postcodes,11329,114196185.6274628,10079.988139064597,9152.063618601502,"(54.9517918, -1.4767652)"
NE33,All postcodes,13624,135551092.78499115,9949.434291323489,8171.3096239865,"(54.9977116, -1.4374612)"
NE34,All postcodes,23829,244107525.95154145,10244.136386400663,9416.813066221008,"(54.958589, -1.4311333)"
NE35,All postcodes,2964,31318411.016153634,10566.265525018094,9732.74084572147,"(54.9499491, -1.4545724)"
NE36,All postcodes,2917,39876391.062338986,13670.343182152548,12395.982500947808,"(54.9455706, -1.4377472)"
NE37,All postcodes,9018,94705932.64730129,10501.877649955784,9294.772428660091,"(54.9085781, -1.5487627)"
NE38,All postcodes,13930,156942377.43511128,11266.502328435845,10121.991427630132,"(54.896769, -1.4930684)"
NE39,All postcodes,3876,49974661.38560013,12893.359490608907,11287.282676627035,"(54.9246014, -1.7408566)"
