outcode,postcode,num_meters,total_cons_kwh,mean_cons_kwh,median_cons_kwh,Latitude_Longitude
NE4,All postcodes,13350,177721857.1257335,13312.498661103631,10883.286954830532,"(54.9702668, -1.657942)"
NE40,All postcodes,7463,86868523.59281808,11639.893285919614,10465.968869795555,"(54.9709004, -1.7678149)"
NE41,All postcodes,913,14285790.629378056,15647.08721728155,13233.53558616401,"(54.9762636, -1.8228702)"
NE42,All postcodes,5376,62644668.24952194,11652.654064271195,10812.898908032252,"(54.9591879, -1.8436335)"
NE43,All postcodes,1605,25699424.77725648,16012.102664957309,13128.226326331149,"(54.9467755, -1.8982734)"
NE44,All postcodes,389,7737747.768966103,19891.38243950155,18157.48163239193,"(54.9488138, -1.9719043)"
NE45,All postcodes,1786,27865866.295111943,15602.3887430638,13157.260187686552,"(55.0129325, -1.9741616)"
NE46,All postcodes,5989,82010495.41885875,13693.520691076768,11661.77027818516,"(54.9693791, -2.0771352)"
NE47,All postcodes,143,2639935.3881402216,18461.0866303512,16690.04138555491,"(54.9686974, -2.3241607)"
NE49,All postcodes,1714,19979733.987230465,11656.78762382174,10322.76796039569,"(54.9738683, -2.4643415)"
NE5,All postcodes,22007,237303232.0023124,10783.079565697844,9860.686675428777,"(54.9964505, -1.6964278)"
NE6,All postcodes,21147,218829961.60097423,10348.038095284166,8955.223880596961,"(54.9666553, -1.5651919)"
NE61,All postcodes,14196,173740992.6376978,12238.728700880374,10722.352628548351,"(55.1670345, -1.6869688)"
NE62,All postcodes,4229,44172651.249030136,10445.176459926728,9799.556340476089,"(55.1517483, -1.6010988)"
NE63,All postcodes,13896,140862076.94452506,10136.87945772345,9213.08393738792,"(55.1743941, -1.5862359)"
NE64,All postcodes,2918,29238601.66000793,10020.082817000664,9001.481219028154,"(55.1783612, -1.5228665)"
NE65,All postcodes,7154,82461105.39134853,11526.573300440106,10075.73408919705,"(55.3265162, -1.582793)"
NE66,All postcodes,6203,74063048.70990266,11939.87565853662,10398.059160182209,"(55.4690053, -1.8300554)"
NE7,All postcodes,6184,80833970.73115975,13071.470040614447,12088.78019291329,"(55.0060825, -1.5777913)"
NE70,All postcodes,583,6318880.4150804365,10838.559888645688,9632.352579338738,"(55.6221614, -1.8638821)"
NE71,All postcodes,1118,12385418.614614071,11078.191962982177,9850.061195006596,"(55.5468502, -2.0167556)"
NE8,All postcodes,13510,140091785.75255385,10369.488212624266,8295.810758276937,"(54.946984, -1.6185096)"
NE9,All postcodes,15911,194378731.08959123,12216.625673407783,11061.409077265442,"(54.9427563, -1.5899354)"
NG1,All postcodes,2557,33181059.874615807,12976.558417917797,8529.611031404485,"(52.954662, -1.1371103070736441)"
NG10,All postcodes,20696,219950378.1609148,10627.675790535117,9485.56727655767,"(52.8787752, -1.2986323)"
NG11,All postcodes,16617,174852331.94106027,10522.49695739666,9324.155193994227,"(52.875093, -1.1317143)"
NG12,All postcodes,15810,200420946.9498509,12676.846739396004,10929.336273518878,"(52.90205605, -1.098045206577141)"
NG13,All postcodes,9629,116898055.92925686,12140.2072831298,10634.324651847672,"(52.9521203, -0.9527661)"
NG14,All postcodes,8140,111500552.04749268,13697.856516890992,11914.69495599481,"(52.9905396, -1.0330297)"
NG15,All postcodes,19695,221562115.5273224,11249.663139239525,9974.770049867597,"(53.0427746, -1.2122085)"
NG16,All postcodes,28462,320749619.03029674,11269.3984621705,10152.075014406884,"(53.0529222, -1.2944472)"
NG17,All postcodes,32529,369519185.7318196,11359.6847653423,10337.3264199305,"(53.1009675, -1.2640554)"
NG18,All postcodes,20296,246927190.31826615,12166.298301057654,10778.850547313228,"(51.023134299999995, -3.0765783915022147)"
NG19,All postcodes,23922,267017736.37201464,11162.015566090404,10310.010529039288,"(53.1529543, -1.1988664)"
NG2,All postcodes,23508,291328939.5450566,12392.757339844164,10779.347199879174,"(52.9418638, -1.1651907)"
NG20,All postcodes,11665,125118403.87174658,10725.966898563787,9780.082245663065,"(53.2117628, -1.2124505)"
NG21,All postcodes,10734,117305171.0011113,10928.37441784156,9873.452927272,"(53.1772579, -1.099111)"
NG22,All postcodes,8845,99180308.52541704,11213.149635434373,10026.421916285546,"(53.22384, -1.0762016)"
NG23,All postcodes,3694,51820587.30558476,14028.312751917909,12247.948824919797,"(53.1476106, -0.8476973)"
NG24,All postcodes,21569,224374923.4458516,10402.657677493236,9185.09247670524,"(53.07685, -0.8123063)"
NG25,All postcodes,3588,49458284.07993538,13784.36011146471,12163.021236863986,"(53.0801545, -0.9503878)"
NG3,All postcodes,17751,210694802.6642445,11869.461025533465,10106.879631283024,"(52.9633367, -1.118113)"
NG31,All postcodes,20125,208378516.41521525,10354.211995787093,9321.175278623808,"(52.9122499, -0.631313)"
NG32,All postcodes,1501,20511953.791203372,13665.52551046194,12185.867254702956,"(53.0415361, -0.586338)"
NG33,All postcodes,1265,14126009.546267902,11166.805965429172,9605.260543933744,"(52.8579049, -0.6561039)"
NG34,All postcodes,15415,158249039.70217574,10265.912403644226,9310.248922261437,"(53.0015851, -0.4119031)"
NG4,All postcodes,17704,196736288.6548421,11112.533249821628,10045.294713627483,"(52.9596575, -1.0678787)"
NG5,All postcodes,37951,423788126.1859214,11166.718299542075,9911.19852196746,"(53.409076, -1.4521177)"
NG6,All postcodes,16882,166080630.96517143,9837.73433036201,8745.05830701085,"(53.0036774, -1.1875811)"
NG7,All postcodes,18333,223072646.6389289,12167.820140671403,9680.3762155265,"(52.9695426, -1.1685692)"
NG8,All postcodes,26182,305217118.6810651,11657.517327975902,10221.60637304327,"(52.9756471, -1.1823866)"
NG9,All postcodes,31549,363897780.4263892,11534.36813928775,10197.270397520571,"(52.9290314, -1.2762874412971998)"
NN1,All postcodes,11934,143024211.67718315,11984.599604255334,9832.230764645556,"(52.2428694, -0.8977025)"
NN10,All postcodes,16986,183836399.026468,10822.81873463252,9737.866777917012,"(52.3133802, -0.5930071)"
NN11,All postcodes,14150,149112191.3497958,10537.964052989102,9245.684089240362,"(52.2914829, -1.2081435)"
NN12,All postcodes,8722,100048277.24025434,11470.79537265012,10141.645310606276,"(52.0936435, -1.0233396)"
NN13,All postcodes,6997,78927371.79412888,11280.17318767027,10006.59536823588,"(52.0557529, -1.0773361)"
NN14,All postcodes,17852,203652569.16856024,11407.82932828592,10107.872936406786,"(52.3974014, -0.5467391)"
NN15,All postcodes,17838,193192527.47457767,10830.39171849858,9626.119951525809,"(52.3956038, -0.7363006)"
NN16,All postcodes,13154,144974010.72260734,11021.287115904466,9529.272701990394,"(52.4008185, -0.7271429)"
NN17,All postcodes,14071,157332169.25543803,11181.306890444035,10098.933190299354,"(52.5021831, -0.7090178)"
NN18,All postcodes,15515,168756969.2225621,10877.020252823855,9916.165047582765,"(52.4785507, -0.7078265)"
NN2,All postcodes,17620,189512266.8549344,10755.52025283396,9539.70240578283,"(52.2601547, -0.9005748)"
NN29,All postcodes,4803,56463588.25523353,11755.900115601402,10351.2326916586,"(52.2545648, -0.6715053)"
NN3,All postcodes,30064,328921602.6925416,10940.713234850373,9727.437074123509,"(52.2635706, -0.8445914)"
NN4,All postcodes,20238,229483944.19478497,11339.260015554151,10199.257007769937,"(52.1890086, -0.887698)"
NN5,All postcodes,18341,188039650.0372446,10252.420807875502,9185.092476706906,"(52.2544039, -0.9355752)"
NN6,All postcodes,12087,159655053.82744744,13208.823846069949,11293.87925383152,"(52.3505696, -1.008876)"
NN7,All postcodes,11352,146439323.24183777,12899.869912071685,11051.5128037035,"(52.1941829, -0.9280821)"
NN8,All postcodes,23067,243888408.9032238,10573.044128114789,9485.070623993885,"(52.2989955, -0.7264012)"
NN9,All postcodes,12184,125434651.76418243,10295.030512490352,9161.253153742253,"(52.3503399, -0.5434299)"
NP1,All postcodes,393,6442815.491000163,16393.932547074208,12152.467209785244,"(51.023134299999995, -3.0765783915022147)"
NP10,All postcodes,9851,102250712.29817653,10379.729194820477,9439.509948004346,"(51.5772033, -3.0193948)"
NP11,All postcodes,16212,168094472.2492203,10368.521604319045,9481.019676598367,"(51.6975217, -3.1462984)"
NP12,All postcodes,14322,165841155.5013832,11579.469033751097,10652.681182552702,"(51.023134299999995, -3.0765783915022147)"
NP13,All postcodes,8641,93955678.15641242,10873.24130961838,10017.681167727236,"(51.023134299999995, -3.0765783915022147)"
NP15,All postcodes,1782,22282767.39623263,12504.358808211353,10850.840720253313,"(51.7194815, -2.8091633)"
NP16,All postcodes,8035,85040022.88986026,10583.699177331706,9345.618895227606,"(51.6434557, -2.6721547)"
NP18,All postcodes,6592,77368023.63005908,11736.654070093911,10432.284290247208,"(51.6102134, -2.9557744)"
NP19,All postcodes,24041,229470388.679576,9544.960221270994,8437.346500485528,"(51.5901844, -2.9788829)"
NP2,All postcodes,473,7351987.896899823,15543.31479260005,12343.825352868991,"(51.023134299999995, -3.0765783915022147)"
NP20,All postcodes,22622,229636921.23171595,10151.044170794625,8659.326620261148,"(51.5871714, -2.9950029)"
NP22,All postcodes,9965,115476023.96417928,11588.16095977715,10563.237600698993,"(51.8068512, -3.2774297)"
NP23,All postcodes,14751,170002211.97785607,11524.792351559629,10495.616396444835,"(None, None)"
NP24,All postcodes,2049,22356084.28145172,10910.72927352451,10138.014474930971,"(None, None)"
NP25,All postcodes,4767,49352291.59030829,10352.903627083762,8651.813431560413,"(51.8109384, -2.7175501)"
NP26,All postcodes,9624,98321676.92778338,10216.300595156212,9378.727845416532,"(51.5786372, -2.8102081)"
NP3,All postcodes,486,7003845.096925419,14411.20390313872,11856.463311824022,"(51.023134299999995, -3.0765783915022147)"
NP4,All postcodes,19813,212233389.2219117,10711.825025080085,9681.650031477337,"(51.698913, -3.0332559)"
NP44,All postcodes,21767,208568012.54128575,9581.84465205521,8488.739497789584,"(51.6479922, -3.0245449)"
NP5,All postcodes,150,2238610.248224837,14924.068321498911,12244.17491304618,"(51.023134299999995, -3.0765783915022147)"
NP6,All postcodes,390,5908513.000022073,15150.03333338993,11733.910779780095,"(51.023134299999995, -3.0765783915022147)"
NP7,All postcodes,9228,100740050.46155757,10916.78050081898,9418.260920271205,"(51.8799748, -2.8560618)"
NP8,All postcodes,1455,17530601.462904025,12048.52334220208,10370.513860790086,"(51.8583143, -3.1378335)"
NP9,All postcodes,524,7588833.132937298,14482.505978887972,9532.81712613218,"(51.023134299999995, -3.0765783915022147)"
NR1,All postcodes,11267,102563928.90759666,9103.037978840566,7447.266465777463,"(52.6271726, 1.2949218)"
NR10,All postcodes,5727,58424769.21296524,10201.635972230704,9089.088888667064,"(52.7779104, 1.1662513)"
NR11,All postcodes,4926,51891230.09179491,10534.151459966486,9162.670564325912,"(52.79162, 1.2417529)"
NR12,All postcodes,3616,45757832.95738004,12654.267963877224,10759.94353732547,"(52.8373873, 1.5084609)"
NR13,All postcodes,9111,100485697.96631348,11029.052570114529,9797.875641962177,"(52.6374982, 1.5483095)"
NR14,All postcodes,7984,86529126.11628257,10837.816397329982,9607.6645076038,"(52.5289009, 1.5560753)"
NR15,All postcodes,1192,12352525.686927766,10362.857119905844,9335.79839985086,"(52.5023245, 1.2985673)"
NR16,All postcodes,746,8337181.33943507,11175.846299510817,9686.752295047314,"(52.53491, 1.1453392)"
NR17,All postcodes,5040,49553867.488688074,9832.116565215889,8793.260519176678,"(52.5161424, 1.0137735)"
NR18,All postcodes,7847,73480741.0245883,9364.182620694315,8272.182122155993,"(52.5742532, 1.0331436)"
NR19,All postcodes,6953,68597557.45923798,9865.893493346466,8804.77329836053,"(52.682651899999996, 0.9413319661112471)"
NR2,All postcodes,11854,123219106.89840372,10394.728100084674,8344.262130964691,"(52.626672049999996, 1.2832043174242473)"
NR20,All postcodes,1564,16271596.494554171,10403.8340758019,9408.443372143309,"(52.7517067, 1.0164875)"
NR21,All postcodes,4071,40822600.16150524,10027.659091502146,8679.634394177012,"(52.836958, 0.8588246)"
NR23,All postcodes,1598,16416119.722057115,10272.91597124976,8257.165453653744,"(52.9520735, 0.8475062)"
NR25,All postcodes,2574,27820087.173686463,10808.114675091869,9209.72279229892,"(52.9054605, 1.087206)"
NR26,All postcodes,4229,47354915.05854415,11197.662581826473,9690.756739981469,"(52.9395648, 1.2031675)"
NR27,All postcodes,5467,57533496.47292528,10523.778392706288,8810.77996576092,"(52.9317796, 1.2933171)"
NR28,All postcodes,6047,57360919.78852915,9485.847492728486,8237.143228984869,"(52.8189503, 1.3769476)"
NR29,All postcodes,206,1383426.73234565,6715.663749250728,6360.560221846234,"(52.7019736, 1.6262032)"
NR3,All postcodes,14951,126085519.59869812,8433.249922994992,7150.937540669001,"(52.6359721, 1.2966008)"
NR30,All postcodes,12835,121612206.12130406,9475.0452762995,7855.587990408071,"(52.6186921, 1.7252397)"
NR31,All postcodes,20911,195580902.96483913,9353.015301269146,8152.517379400364,"(52.5913378, 1.7097958)"
NR32,All postcodes,16886,160707215.82214832,9517.186771417051,8353.77268768488,"(52.4918517, 1.7481634)"
NR33,All postcodes,16694,163540731.02901104,9796.377802145144,8825.796634260223,"(52.4682366, 1.7058304)"
NR34,All postcodes,7388,74098641.1950892,10029.59409787347,8970.957763118668,"(52.4723975, 1.5165811)"
NR35,All postcodes,2313,23579863.8253762,10194.4936555885,8952.937760914472,"(52.446524, 1.4472623)"
NR4,All postcodes,9468,112199466.47941868,11850.387249621745,10019.62178017596,"(52.6026521, 1.2447075)"
NR5,All postcodes,12465,116683186.83182152,9360.865369580548,8291.20323559255,"(52.6480088, 1.2046016)"
NR6,All postcodes,11061,115857961.40274592,10474.456324269588,9539.58894373003,"(52.6641911, 1.2628176)"
NR7,All postcodes,15367,154614964.7828661,10061.49312050928,9078.076665100536,"(52.6596837, 1.334322)"
NR8,All postcodes,9172,96775588.61879846,10551.198061360496,9528.07616454336,"(52.6652682, 1.1834297)"
NR9,All postcodes,3505,35792091.693160705,10211.723735566537,9233.248906285477,"(52.6008287, 1.175899)"
NW1,All postcodes,19197,196135023.8293491,10216.96222479289,7448.370949853229,"(51.5214948, -0.1603867)"
NW10,All postcodes,31615,386595811.0265824,12228.240108384703,10113.998541295849,"(51.529492, -0.268205)"
NW11,All postcodes,11274,226392086.3731476,20080.901753871527,16518.798269540075,"(51.5863423, -0.1999756)"
NW2,All postcodes,23464,305151760.2935635,13005.1040016009,10267.362047783212,"(51.5637969, -0.204725)"
NW3,All postcodes,19268,281392179.4287138,14604.119754448506,10588.576167216042,"(51.5501462, -0.1646103)"
NW4,All postcodes,11003,179285030.14231527,16294.19523241982,12847.565666556377,"(51.5799868, -0.2259261)"
NW5,All postcodes,11060,112034010.13050322,10129.657335488537,7849.513932600545,"(51.5483061, -0.1410556)"
NW6,All postcodes,24321,264534457.26533777,10876.79196025401,8378.543096641082,"(51.5464771, -0.186373)"
NW7,All postcodes,10154,163171756.95038638,16069.70227992775,13504.481011898017,"(51.6077788, -0.2448666)"
NW8,All postcodes,10374,120448691.17877775,11610.631499785786,7782.444070121516,"(51.538995, -0.1739101)"
NW9,All postcodes,17914,247645513.8926083,13824.132739343995,12384.977370142487,"(51.573509, -0.256657)"
OL1,All postcodes,8003,87321754.92564502,10911.12769282082,9450.779854216917,"(53.5483395, -2.0979127)"
OL10,All postcodes,12902,131151421.05341826,10165.20082571836,8913.32273512671,"(53.5681747, -2.232565)"
OL11,All postcodes,18512,224994353.3069583,12153.97327716931,10363.414613821136,"(53.6041497, -2.1705304)"
OL12,All postcodes,18743,214239958.18365744,11430.398451883766,9934.097519923596,"(53.6487839, -2.1331667)"
OL13,All postcodes,7092,81561181.32245865,11500.448579026885,10110.2968318594,"(53.6966094, -2.1916182)"
OL14,All postcodes,6810,78564091.57168683,11536.577323302032,9673.476409962395,"(53.7181859, -2.1004961)"
OL15,All postcodes,6481,76294828.03766519,11772.076537211107,10394.77505057163,"(53.6337715, -2.0951223)"
OL16,All postcodes,15184,171037456.90166357,11264.321450320307,9978.885613175918,"(53.612394, -2.1024576)"
OL2,All postcodes,18267,206512104.83839017,11305.200899895448,10173.29546852891,"(53.5768129, -2.1380751)"
OL3,All postcodes,6592,96239834.86697192,14599.48951258676,12510.643324359966,"(53.5639046, -2.0212849)"
OL4,All postcodes,17507,217525061.78648883,12425.033517249603,10841.632645140691,"(53.5450773, -2.0947775)"
OL5,All postcodes,5151,55356807.51986919,10746.80790523572,9467.513867082263,"(51.023134299999995, -3.0765783915022147)"
OL6,All postcodes,12902,138259338.4485949,10716.116760858386,9324.290404025687,"(53.5013072, -2.0727972)"
OL7,All postcodes,7292,72953336.30159728,10004.57162665898,8651.484651463225,"(53.4821411, -2.1064194)"
OL8,All postcodes,14937,170171559.40847284,11392.619629676165,9779.553989337955,"(53.520889, -2.1344738)"
OL9,All postcodes,16510,178084647.26074368,10786.471669336384,9764.788683870944,"(53.534128, -2.135342)"
OX1,All postcodes,5868,83322828.28111394,14199.527655268224,11508.3251714018,"(51.751048850000004, -1.2525408491814356)"
OX10,All postcodes,10839,125191660.79125904,11550.11170691568,9814.06590628982,"(51.664781, -1.1204678)"
OX11,All postcodes,16662,166827791.4122015,10012.470976605538,8538.9284698771,"(51.6021697, -1.1909026)"
OX12,All postcodes,11695,122741231.40563568,10495.18866230318,9261.16078481051,"(51.5967696, -1.4641294)"
OX13,All postcodes,5129,61973671.925276116,12082.993161488812,10470.640738048234,"(51.7041746, -1.3715999)"
OX14,All postcodes,18151,202802747.1039795,11173.089477383037,9782.471327921572,"(51.6705134, -1.2814375)"
OX15,All postcodes,4462,53298999.75644374,11945.091832461618,10135.935673438056,"(52.0617317, -1.485764)"
OX16,All postcodes,20409,212462147.35812423,10410.218401593624,9290.7807020273,"(52.0554449, -1.329594)"
