Local authority code,Total annual income (£)
E07000066,43800
E07000066,40100
E07000066,37600
E07000066,49400
E07000066,56700
E07000066,41700
E07000067,47700
E07000067,50600
E07000067,47300
E07000067,39000
E07000067,49500
E07000067,45900
E07000067,47600
E07000067,40700
E07000067,44300
E07000067,54900
E07000067,42800
E07000067,46300
E07000067,53400
E07000067,48900
E07000067,45300
E07000067,41900
E07000067,46800
E07000067,49000
E07000068,52900
E07000068,56300
E07000068,51700
E07000068,50800
E07000068,72000
E07000068,56700
E07000068,58900
E07000068,53400
E07000068,60900
E07000069,45900
E07000069,46000
E07000069,48500
E07000069,52800
E07000069,49800
E07000069,42300
E07000069,47700
E07000069,44700
E07000069,36100
E07000069,37800
E07000069,39800
E07000069,36800
E07000070,52500
E07000070,59100
E07000070,46500
E07000070,53300
E07000070,55100
E07000070,40000
E07000070,57800
E07000070,55100
E07000070,51600
E07000070,51600
E07000070,48400
E07000070,58500
E07000070,54500
E07000070,46300
E07000070,52900
E07000070,54100
E07000070,49800
E07000070,49400
E07000070,50600
E07000070,53200
E07000070,47300
E07000071,54300
E07000071,49200
E07000071,50300
E07000071,59500
E07000071,46400
E07000071,33900
E07000071,50700
E07000071,53100
E07000071,43900
E07000071,48700
E07000071,57900
E07000071,48900
E07000071,48300
E07000071,42600
E07000071,46300
E07000071,44400
E07000071,54400
E07000071,42200
E07000071,42800
E07000071,46700
E07000072,51600
E07000072,52900
E07000072,51600
E07000072,47200
E07000072,55900
E07000072,58800
E07000072,45600
E07000072,49800
E07000072,45700
E07000072,55400
E07000072,47400
E07000072,61800
E07000072,56100
E07000072,67600
E07000072,63900
E07000072,64900
E07000072,55900
E07000073,53200
E07000073,40700
E07000073,42200
E07000073,45400
E07000073,58100
E07000073,42500
E07000073,40400
E07000073,41200
E07000073,46300
E07000073,45100
E07000073,43400
E07000074,46900
E07000074,51700
E07000074,45900
E07000074,41200
E07000074,48300
E07000074,43500
E07000074,47900
E07000074,43800
E07000075,40400
E07000075,48200
E07000075,50300
E07000075,40100
E07000075,53300
E07000075,51500
E07000075,44300
E07000075,46700
E07000075,51100
E07000075,43400
E07000076,34500
E07000076,35400
E07000076,45800
E07000076,42600
E07000076,49400
E07000076,34400
E07000076,40700
E07000076,38200
E07000076,44300
E07000076,33800
E07000076,37900
E07000076,34800
E07000076,35200
E07000076,36000
E07000076,31200
E07000076,30100
E07000076,33700
E07000076,28700
E07000077,61200
E07000077,51500
E07000077,58300
E07000077,55300
E07000077,58800
E07000077,54800
E07000077,52000
E07000077,54400
E07000077,53900
E07000095,55500
E07000095,49900
E07000095,47400
E07000095,59600
E07000095,48900
E07000095,53500
E07000095,57700
E07000095,48300
E07000095,47400
E07000095,49100
E07000095,47900
E07000095,51800
E07000095,46000
E07000096,55900
E07000096,56800
E07000096,52800
E07000096,61200
E07000096,53600
E07000096,55400
E07000096,44600
E07000096,43000
E07000096,72600
E07000096,50200
E07000096,48200
E07000096,59700
E07000096,49600
E07000096,68600
E07000096,48100
E07000096,51400
E07000096,54200
E07000096,63900
E07000096,52400
E07000096,51400
E07000096,56700
E07000096,58400
E07000097,52600
E07000097,55500
E07000097,61300
E07000097,59900
E07000097,61300
E07000097,53900
E07000097,54200
E07000097,62000
E07000097,57200
E07000097,57200
E07000097,53600
E07000097,51300
E07000097,57600
E07000097,61300
E07000097,49800
E07000097,62900
E07000097,59300
E07000097,51700
E07000098,57300
E07000098,59700
E07000098,51300
E07000098,56400
E07000098,63800
E07000098,48000
E07000098,53200
E07000098,56800
E07000098,51200
E07000098,63400
E07000098,57500
E07000098,56900
E07000098,54700
E07000099,51800
E07000099,57100
E07000099,41500
E07000099,50300
E07000099,56700
E07000099,48200
E07000099,42600
E07000099,52300
E07000099,46000
E07000099,55900
E07000099,54300
E07000099,51700
E07000099,61700
E07000099,52300
E07000099,55300
E07000100,69200
E07000100,63900
E07000100,72500
E07000100,59700
E07000100,72800
E07000100,57400
E07000100,59100
E07000100,60400
E07000100,57700
E07000100,80900
E07000100,72500
E07000100,77600
E07000100,72900
E07000100,72200
E07000100,59000
E07000100,57300
E07000100,58100
E07000100,56600
E07000100,53300
E07000100,59300
E07000101,47600
E07000101,54400
E07000101,45100
E07000101,55800
E07000101,46300
E07000101,43600
E07000101,47700
E07000101,42400
E07000101,46800
E07000101,46400
E07000101,46100
E07000101,49000
E07000102,54500
E07000102,55900
E07000102,58600
E07000102,70900
E07000102,67300
E07000102,66000
E07000102,60600
E07000102,55600
E07000102,52300
E07000102,53300
E07000102,83500
E07000102,46300
E07000103,51100
E07000103,55500
E07000103,47800
E07000103,51800
E07000103,63900
E07000103,55300
E07000103,63900
E07000103,67900
E07000103,50200
E07000103,54100
E07000103,48100
E07000103,59500
E07000104,68300
E07000104,59900
E07000104,58100
E07000104,50600
E07000104,51700
E07000104,56800
E07000104,46200
E07000104,53000
E07000104,51200
E07000104,47300
E07000104,53500
E07000104,47200
E07000104,42600
E07000104,47200
E07000104,60700
E07000104,56700
E07000143,46200
E07000143,43400
E07000143,41300
E07000143,42300
E07000143,38900
E07000143,45500
E07000143,37600
E07000143,40500
E07000143,42300
E07000143,46700
E07000143,44900
E07000143,42100
E07000143,47100
E07000143,45600
E07000143,42100
E07000143,47900
E07000143,42400
E07000144,41200
E07000144,43700
E07000144,46500
E07000144,45900
E07000144,41500
E07000144,49600
E07000144,48800
E07000144,49600
E07000144,45900
E07000144,39700
E07000144,42300
E07000144,42900
E07000144,42100
E07000144,45200
E07000144,43400
E07000144,54900
E07000144,46900
E07000144,40800
E07000145,38500
E07000145,40500
E07000145,35100
E07000145,34700
E07000145,32600
E07000145,31400
E07000145,33600
E07000145,41100
E07000145,31500
E07000145,39500
E07000145,34400
E07000145,38100
E07000145,39600
E07000146,36800
E07000146,41100
E07000146,36900
E07000146,39000
E07000146,54000
E07000146,43500
E07000146,36100
E07000146,40000
E07000146,40400
E07000146,44600
E07000146,37200
E07000146,42000
E07000146,40200
E07000146,50100
E07000146,42800
E07000146,39600
E07000146,40800
E07000146,43000
E07000146,41200
E07000147,40000
E07000147,41100
E07000147,35600
E07000147,39700
E07000147,39900
E07000147,40900
E07000147,38000
E07000147,41500
E07000147,39400
E07000147,37700
E07000147,38400
E07000147,42600
E07000147,35800
E07000147,40200
E07000148,41300
E07000148,37400
E07000148,41100
E07000148,35200
E07000148,38500
E07000148,38100
E07000148,36500
E07000148,53200
E07000148,33500
E07000148,44900
E07000148,52600
E07000148,37500
E07000148,42300
E07000148,42600
E07000149,46400
E07000149,54700
E07000149,50700
E07000149,47300
E07000149,41000
E07000149,50400
E07000149,48200
E07000149,46200
E07000149,50000
E07000149,45200
E07000149,46000
E07000149,41900
E07000149,38900
E07000149,43800
E07000149,42300
E07000200,45500
E07000200,43900
E07000200,42500
E07000200,44800
E07000200,49100
E07000200,44300
E07000200,38500
E07000200,42300
E07000200,50300
E07000200,48900
E07000200,47000
E07000201,38800
E07000201,47500
E07000201,45200
E07000201,42100
E07000201,52100
E07000201,46900
E07000201,44600
E07000202,39800
E07000202,45700
E07000202,39600
E07000202,45000
E07000202,52000
E07000202,41400
E07000202,42700
E07000202,46600
E07000202,51200
E07000202,38500
E07000202,44500
E07000202,40700
E07000202,35900
E07000202,41600
E07000202,38300
E07000202,38000
E07000203,45100
E07000203,47300
E07000203,44200
E07000203,49500
E07000203,43500
E07000203,46100
E07000203,50600
E07000203,36700
E07000203,50000
E07000203,46600
E07000203,47600
E07000203,45500
E07000204,43200
E07000204,48900
E07000204,38800
E07000204,47400
E07000204,55900
E07000204,46800
E07000204,43700
E07000204,49000
E07000204,46300
E07000204,45100
E07000204,54200
E07000204,43700
E07000204,48200
E07000204,44400
E07000205,45800
E07000205,46900
E07000205,40500
E07000205,38500
E07000205,45200
E07000205,50400
E07000205,47300
E07000205,44400
E07000205,46500
E07000205,51300
E07000205,54500
E07000205,45200
E07000205,48000
E07000205,36500
E07000205,40300
E07000206,42200
E07000206,33200
E07000206,34900
E07000206,30300
E07000206,34200
E07000206,41000
E07000206,30600
E07000206,32900
E07000206,37800
E07000206,36500
E07000206,41800
E07000206,36000
E07000206,40200
E07000206,41100
E07000206,36700
E09000007,60700
E09000007,88400
E09000007,70600
E09000007,87100
E09000007,72300
E09000007,73100
E09000007,52200
E09000007,83500
E09000007,57100
E09000007,73300
E09000007,88600
E09000007,52500
E09000007,58500
E09000007,64100
E09000007,58300
E09000007,88700
E09000007,66700
E09000007,65100
E09000007,51300
E09000007,48100
E09000007,62700
E09000007,46600
E09000007,46800
E09000007,45700
E09000007,48100
E09000007,60000
E09000007,54100
E09000007,55000
E09000001,101800
E09000012,44300
E09000012,53200
E09000012,45600
E09000012,41500
E09000012,60300
E09000012,67400
E09000012,61800
E09000012,66800
E09000012,50500
E09000012,58300
E09000012,70700
E09000012,45000
E09000012,56200
E09000012,56600
E09000012,49400
E09000012,58700
E09000012,51300
E09000012,45300
E09000012,62600
E09000012,66400
E09000012,51700
E09000012,66400
E09000012,52300
E09000012,61100
E09000012,56600
E09000012,59600
E09000012,47700
E09000012,44700
E09000013,48300
E09000013,44600
E09000013,58100
E09000013,53800
E09000013,54900
E09000013,55900
E09000013,60800
E09000013,66500
E09000013,71600
E09000013,66200
E09000013,66000
E09000013,62200
E09000013,54100
E09000013,73100
E09000013,50600
E09000013,58700
E09000013,66500
E09000013,79100
E09000013,64400
E09000013,70000
E09000013,65700
E09000013,84900
E09000013,62800
E09000013,85400
E09000013,66300
E09000014,53000
E09000014,39500
E09000014,58000
E09000014,45900
E09000014,43700
E09000014,57700
E09000014,51800
E09000014,78100
E09000014,51800
E09000014,46400
E09000014,45100
E09000014,44800
E09000014,77300
E09000014,49000
E09000014,49200
E09000014,70400
E09000014,52500
E09000014,54400
E09000014,60100
E09000014,78000
E09000014,79800
E09000014,58700
E09000014,48700
E09000014,45400
E09000014,48400
E09000014,59100
E09000014,68400
E09000014,45900
E09000014,74500
E09000014,59100
E09000014,48400
E09000014,79100
E09000014,78300
E09000014,81100
E09000014,66400
E09000014,44100
E09000019,51700
E09000019,58600
E09000019,62000
E09000019,60100
E09000019,47300
E09000019,80100
E09000019,63200
E09000019,72400
E09000019,67900
E09000019,55600
E09000019,68700
E09000019,57700
E09000019,82000
E09000019,67200
E09000019,52700
E09000019,62100
E09000019,81400
E09000019,62000
E09000019,48000
E09000019,81200
E09000019,60600
E09000019,64100
E09000019,56700
E09000020,42200
E09000020,45100
E09000020,54900
E09000020,52500
E09000020,44200
E09000020,70200
E09000020,76500
E09000020,91100
E09000020,66500
E09000020,90300
E09000020,80000
E09000020,85700
E09000020,67000
E09000020,58800
E09000020,57000
E09000020,91100
E09000020,73800
E09000020,70000
E09000020,73900
E09000020,84400
E09000020,50200
E09000022,53600
E09000022,59100
E09000022,62900
E09000022,62700
E09000022,50600
E09000022,59100
E09000022,53900
E09000022,45300
E09000022,59900
E09000022,47600
E09000022,71400
E09000022,73100
E09000022,65600
E09000022,78200
E09000022,57300
E09000022,61900
E09000022,64500
E09000022,90700
E09000022,71300
E09000022,57600
E09000022,51300
E09000022,75300
E09000022,49400
E09000022,62700
E09000022,62600
E09000022,64100
E09000022,64600
E09000022,66700
E09000022,62700
E09000022,48800
E09000022,59600
E09000022,55500
E09000022,61600
E09000022,59800
E09000022,50000
E09000023,57100
E09000023,44900
E09000023,52000
E09000023,51800
E09000023,57800
E09000023,65200
E09000023,61700
E09000023,67200
E09000023,55700
E09000023,62200
E09000023,53100
E09000023,60400
E09000023,57500
E09000023,69500
E09000023,66700
E09000023,61500
E09000023,49000
E09000023,62700
E09000023,53200
E09000023,65200
E09000023,60700
E09000023,58600
E09000023,66400
E09000023,58700
E09000023,48500
E09000023,56800
E09000023,56400
E09000023,48200
E09000023,48000
E09000023,47000
E09000023,53700
E09000023,42900
E09000023,55700
E09000023,43600
E09000023,45300
E09000023,43800
E09000025,52200
E09000025,41400
E09000025,50100
E09000025,43000
E09000025,44800
E09000025,50900
E09000025,50200
E09000025,45600
E09000025,52700
E09000025,51600
E09000025,45800
E09000025,56600
E09000025,68800
E09000025,46200
E09000025,51000
E09000025,51900
E09000025,47600
E09000025,44800
E09000025,44300
E09000025,47000
E09000025,46400
E09000025,46100
E09000025,46000
E09000025,49500
E09000025,50800
E09000025,49100
E09000025,47000
E09000025,50900
E09000025,47100
E09000025,45500
E09000025,46300
E09000025,53100
E09000025,51900
E09000025,59600
E09000025,51200
E09000025,48200
E09000025,60500
E09000028,83000
E09000028,66700
E09000028,92800
E09000028,60400
E09000028,54800
E09000028,55400
E09000028,77200
E09000028,61000
E09000028,52500
E09000028,45500
E09000028,53700
E09000028,46600
E09000028,53800
E09000028,45500
E09000028,44100
E09000028,50900
E09000028,43000
E09000028,45200
E09000028,50400
E09000028,48800
E09000028,48300
E09000028,50000
E09000028,63800
E09000028,62500
E09000028,50300
E09000028,56800
E09000028,72200
E09000028,63700
E09000028,77800
E09000028,90600
E09000028,64500
E09000028,66600
E09000028,48700
E09000030,53000
E09000030,50800
E09000030,61200
E09000030,61300
E09000030,56500
E09000030,51900
E09000030,53600
E09000030,49900
E09000030,56200
E09000030,51600
E09000030,48800
E09000030,51000
E09000030,51400
E09000030,52000
E09000030,61300
E09000030,46600
E09000030,50500
E09000030,51200
E09000030,50400
E09000030,45200
E09000030,60700
E09000030,46600
E09000030,68500
E09000030,48700
E09000030,68700
E09000030,71000
E09000030,96600
E09000030,76800
E09000030,61600
E09000030,80100
E09000030,52900
E09000030,56100
E09000032,70800
E09000032,62100
E09000032,56100
E09000032,73800
E09000032,66900
E09000032,82100
E09000032,48000
E09000032,81200
E09000032,108100
E09000032,90300
E09000032,76200
E09000032,79800
E09000032,38900
E09000032,80700
E09000032,94000
E09000032,57900
E09000032,91600
E09000032,68000
E09000032,79200
E09000032,89900
E09000032,87000
E09000032,55800
E09000032,46000
E09000032,74800
E09000032,88100
E09000032,81000
E09000032,93800
E09000032,66500
E09000032,75300
E09000032,73100
E09000032,79000
E09000032,73100
E09000032,60700
E09000032,58700
E09000032,65300
E09000032,64300
E09000032,56000
E09000033,76700
E09000033,67400
E09000033,67100
E09000033,51100
E09000033,54200
E09000033,76500
E09000033,82300
E09000033,89100
E09000033,42300
E09000033,45600
E09000033,88500
E09000033,68500
E09000033,64300
E09000033,68300
E09000033,66500
E09000033,75700
E09000033,66900
E09000033,68500
E09000033,86100
E09000033,68800
E09000033,59300
E09000033,78100
E09000033,53000
E09000033,61500
E09000002,43600
E09000002,50900
E09000002,52000
E09000002,48100
E09000002,39000
E09000002,42100
E09000002,45800
E09000002,40900
E09000002,46500
E09000002,56100
E09000002,44100
E09000002,42900
E09000002,41200
E09000002,46600
E09000002,51300
E09000002,41600
E09000002,46100
E09000002,47800
E09000002,43300
E09000002,41300
E09000002,46100
E09000002,45400
E09000003,64300
E09000003,60900
E09000003,62300
E09000003,54700
E09000003,61100
E09000003,58000
E09000003,59400
E09000003,62500
E09000003,68800
E09000003,58600
E09000003,58900
E09000003,61700
E09000003,56400
E09000003,59300
E09000003,58500
E09000003,65200
E09000003,59500
E09000003,53500
E09000003,58000
E09000003,76300
E09000003,53900
E09000003,56300
E09000003,68400
E09000003,51000
E09000003,60800
E09000003,47500
E09000003,57100
E09000003,57900
E09000003,66300
E09000003,56800
E09000003,54400
E09000003,51700
E09000003,76600
E09000003,56000
E09000003,60100
E09000003,51600
E09000003,49200
E09000003,63400
E09000003,48500
E09000003,52000
E09000003,52900
E09000004,49000
E09000004,42400
E09000004,48900
E09000004,46300
E09000004,49400
E09000004,53800
E09000004,49500
E09000004,44700
E09000004,59100
E09000004,44900
E09000004,57800
E09000004,56100
E09000004,57500
E09000004,57100
E09000004,56600
E09000004,52900
E09000004,62800
E09000004,51000
E09000004,60200
E09000004,55100
E09000004,59200
E09000004,61900
E09000004,62600
E09000004,66000
E09000004,53500
E09000004,52200
E09000004,46500
E09000004,50300
E09000005,57700
E09000005,57800
E09000005,58400
E09000005,61500
E09000005,53900
E09000005,54100
E09000005,59000
E09000005,66400
E09000005,49200
E09000005,46200
E09000005,49600
E09000005,53000
E09000005,54500
E09000005,45800
E09000005,55000
E09000005,56200
E09000005,51800
E09000005,56700
E09000005,51900
E09000005,54200
E09000005,42000
E09000005,52800
E09000005,57100
E09000005,47100
E09000005,41900
E09000005,52000
E09000005,45200
E09000005,57400
E09000005,51700
E09000005,61500
E09000005,43100
E09000005,62400
E09000005,60400
E09000005,46500
E09000006,47400
E09000006,60500
E09000006,62700
E09000006,60700
E09000006,63800
E09000006,72400
E09000006,60000
E09000006,47700
E09000006,52000
E09000006,67000
E09000006,68600
E09000006,67600
E09000006,45000
E09000006,60000
E09000006,68300
E09000006,69600
E09000006,46600
E09000006,66100
E09000006,66700
E09000006,65100
E09000006,51400
E09000006,67000
E09000006,70600
E09000006,52500
E09000006,69600
E09000006,60600
E09000006,52400
E09000006,65200
E09000006,71300
E09000006,55400
E09000006,61600
E09000006,65000
E09000006,67800
E09000006,51000
E09000006,60000
E09000006,58600
E09000006,51000
E09000006,56000
E09000006,50800
E09000008,58000
E09000008,59500
E09000008,53800
E09000008,54100
E09000008,50700
E09000008,56800
E09000008,55400
E09000008,45900
E09000008,53500
E09000008,46200
E09000008,51500
E09000008,46800
E09000008,48800
E09000008,45100
E09000008,51200
E09000008,58500
E09000008,61700
E09000008,45900
E09000008,46000
E09000008,64300
E09000008,53000
E09000008,63900
E09000008,50700
E09000008,51300
E09000008,62700
E09000008,57200
E09000008,49600
E09000008,64500
E09000008,38600
E09000008,59800
E09000008,43000
E09000008,64600
E09000008,53200
E09000008,68500
E09000008,40200
E09000008,62000
E09000008,68900
E09000008,57900
E09000008,64200
E09000008,59100
E09000008,64500
E09000008,66900
E09000008,56400
E09000008,48400
E09000009,58400
E09000009,62600
E09000009,50000
E09000009,57600
E09000009,57800
E09000009,54900
E09000009,55600
E09000009,45400
E09000009,49200
E09000009,49200
E09000009,59400
E09000009,51300
E09000009,82700
E09000009,57100
E09000009,49400
E09000009,49900
E09000009,50600
E09000009,61200
E09000009,73400
E09000009,69600
E09000009,57300
E09000009,68100
E09000009,46500
E09000009,55300
E09000009,55900
E09000009,45900
E09000009,65600
E09000009,58500
E09000009,46500
E09000009,61700
E09000009,65800
E09000009,77400
E09000009,54400
E09000009,83700
E09000009,71200
E09000009,45800
E09000009,47100
E09000009,72200
E09000009,55000
E09000010,48100
E09000010,46000
E09000010,47900
E09000010,55500
E09000010,49400
E09000010,41500
E09000010,49900
E09000010,58800
E09000010,66200
E09000010,58600
E09000010,58100
E09000010,44900
E09000010,66000
E09000010,43100
E09000010,53900
E09000010,57000
E09000010,68500
E09000010,48000
E09000010,61800
E09000010,54600
E09000010,61100
E09000010,69500
E09000010,43600
E09000010,46500
E09000010,42300
E09000010,59400
E09000010,41300
E09000010,68100
E09000010,66200
E09000010,39200
E09000010,52700
E09000010,57000
E09000010,42500
E09000010,52800
E09000010,59400
E09000010,45500
E09000011,41400
E09000011,53200
E09000011,43800
E09000011,56300
E09000011,47700
E09000011,46500
E09000011,49600
E09000011,51600
E09000011,42200
E09000011,48100
E09000011,49700
E09000011,61500
E09000011,47000
E09000011,69300
E09000011,51000
E09000011,53200
E09000011,61900
E09000011,72800
E09000011,52700
E09000011,66800
E09000011,51800
E09000011,62400
E09000011,57200
E09000011,46500
E09000011,47500
E09000011,52200
E09000011,60400
E09000011,45600
E09000011,51600
E09000011,52400
E09000011,52600
E09000011,55300
E09000011,52000
E09000015,57700
E09000015,57300
E09000015,56200
E09000015,67600
E09000015,55800
E09000015,53700
E09000015,55600
E09000015,65300
E09000015,60300
E09000015,63300
E09000015,52600
E09000015,60400
E09000015,51600
E09000015,66100
E09000015,70400
E09000015,54800
E09000015,73600
E09000015,58000
E09000015,61100
E09000015,73500
E09000015,61600
E09000015,59400
E09000015,63400
E09000015,52300
E09000015,55100
E09000015,71300
E09000015,55000
E09000015,56100
E09000015,58300
E09000015,61000
E09000016,44700
E09000016,47300
E09000016,48300
E09000016,40100
E09000016,50400
E09000016,45700
E09000016,57100
E09000016,59400
E09000016,55000
E09000016,58200
E09000016,50200
E09000016,57100
E09000016,49000
E09000016,63400
E09000016,59400
E09000016,53200
E09000016,52900
E09000016,54700
E09000016,67700
E09000016,49100
E09000016,56000
E09000016,59400
E09000016,54200
E09000016,67800
E09000016,59200
E09000016,54200
E09000016,49400
E09000016,46000
E09000016,51000
E09000016,46700
E09000017,60700
E09000017,57400
E09000017,54300
E09000017,59900
E09000017,59400
E09000017,68400
E09000017,62900
E09000017,65900
E09000017,65100
E09000017,70400
E09000017,69000
E09000017,64600
E09000017,64800
E09000017,54800
E09000017,49200
E09000017,59000
E09000017,55700
E09000017,50600
E09000017,48100
E09000017,53400
E09000017,51900
E09000017,54200
E09000017,52100
E09000017,53800
E09000017,47900
E09000017,50500
E09000017,55000
E09000017,53900
E09000017,53700
E09000017,57500
E09000017,53100
E09000017,54200
E09000018,78500
E09000018,55900
E09000018,48700
E09000018,43600
E09000018,58800
E09000018,67800
E09000018,72200
E09000018,65400
E09000018,56100
E09000018,54100
E09000018,61700
E09000018,53700
E09000018,61600
E09000018,55500
E09000018,50000
E09000018,52100
E09000018,58100
E09000018,62900
E09000018,54300
E09000018,54000
E09000018,50800
E09000018,48100
E09000018,54100
E09000018,51800
E09000018,45500
E09000018,56300
E09000018,51900
E09000018,55700
E09000021,72600
E09000021,68600
E09000021,64100
E09000021,74600
E09000021,51000
E09000021,57600
E09000021,64900
E09000021,65600
E09000021,66900
E09000021,68800
E09000021,63900
E09000021,56600
E09000021,60700
E09000021,69700
E09000021,65500
E09000021,66500
E09000021,57900
E09000021,61000
E09000021,65600
E09000021,57100
E09000024,81200
E09000024,76500
E09000024,84000
E09000024,85900
E09000024,71100
E09000024,80400
E09000024,63800
E09000024,58100
E09000024,86400
E09000024,80900
E09000024,85500
E09000024,51400
E09000024,55000
E09000024,52600
E09000024,73000
E09000024,63500
E09000024,59200
E09000024,49300
E09000024,48000
E09000024,72100
E09000024,68900
E09000024,50200
E09000024,52400
E09000024,50100
E09000024,63700
E09000026,66600
E09000026,49100
E09000026,53200
E09000026,61300
E09000026,55100
E09000026,54700
E09000026,69100
E09000026,55400
E09000026,62700
E09000026,52500
E09000026,58300
E09000026,54300
E09000026,66900
E09000026,57300
E09000026,60600
E09000026,76700
E09000026,52900
E09000026,53400
E09000026,51800
E09000026,58400
E09000026,52700
E09000026,55200
E09000026,69700
E09000026,47100
E09000026,49100
E09000026,52600
E09000026,46700
E09000026,45800
E09000026,50500
E09000026,55100
E09000026,60800
E09000027,72000
E09000027,84900
E09000027,75300
E09000027,73800
E09000027,78000
E09000027,77000
E09000027,89400
E09000027,90400
E09000027,78500
E09000027,62700
E09000027,80800
E09000027,75000
E09000027,57100
E09000027,80200
E09000027,66300
E09000027,74600
E09000027,56400
E09000027,77300
E09000027,67800
E09000027,56400
E09000027,68600
E09000027,71200
E09000027,66900
E09000029,45700
E09000029,47900
E09000029,60100
E09000029,60500
E09000029,52600
E09000029,65900
E09000029,62500
E09000029,58000
E09000029,60600
E09000029,57300
E09000029,58700
E09000029,53000
E09000029,62200
E09000029,57400
E09000029,64100
E09000029,62400
E09000029,59800
E09000029,58300
E09000029,45600
E09000029,53900
E09000029,53000
E09000029,73200
E09000029,61900
E09000029,58200
E09000031,50600
E09000031,58900
E09000031,52800
E09000031,53300
E09000031,54600
E09000031,51900
E09000031,66000
E09000031,54100
E09000031,51200
E09000031,57500
E09000031,58200
E09000031,55300
E09000031,46200
E09000031,55200
E09000031,62300
E09000031,56000
E09000031,54300
E09000031,54600
E09000031,58400
E09000031,49300
E09000031,62500
E09000031,55100
E09000031,59600
E09000031,57700
E09000031,55400
E09000031,50500
E09000031,49200
E09000031,52700
E06000036,57300
E06000036,75800
E06000036,73400
E06000036,52100
E06000036,78100
E06000036,56800
E06000036,55900
E06000036,66800
E06000036,68300
E06000036,57300
E06000036,57500
E06000036,66500
E06000036,66300
E06000036,64900
E06000036,63500
E06000043,51900
E06000043,40000
E06000043,57300
E06000043,63500
E06000043,46800
E06000043,47400
E06000043,68100
E06000043,37700
E06000043,42500
E06000043,72100
E06000043,67100
E06000043,44400
E06000043,51300
E06000043,57200
E06000043,50300
E06000043,63300
E06000043,50500
E06000043,54900
E06000043,51200
E06000043,60900
E06000043,56300
E06000043,47000
E06000043,51100
E06000043,55200
E06000043,37800
E06000043,51400
E06000043,49200
E06000043,48100
E06000043,50700
E06000043,39500
E06000043,43500
E06000043,48600
E06000043,53700
E06000046,38700
E06000046,43500
E06000046,34600
E06000046,31100
E06000046,41200
E06000046,37300
E06000046,35500
E06000046,36800
E06000046,32200
E06000046,40600
E06000046,40200
E06000046,34800
E06000046,42500
E06000046,34200
E06000046,37900
E06000046,30900
E06000046,38500
E06000046,33300
E06000035,39700
E06000035,49600
E06000035,52800
E06000035,51800
E06000035,59100
E06000035,47300
E06000035,51900
E06000035,43800
E06000035,40400
E06000035,47300
E06000035,47900
E06000035,39800
E06000035,50600
E06000035,46800
E06000035,41900
E06000035,49700
E06000035,50000
E06000035,39400
E06000035,53200
E06000035,41900
E06000035,52000
E06000035,47400
E06000035,48500
E06000035,48800
E06000035,41500
E06000035,51200
E06000035,40800
E06000035,53500
E06000035,50900
E06000035,55900
E06000035,45200
E06000035,54600
E06000035,48000
E06000035,55000
E06000035,60600
E06000035,47500
E06000035,48300
E06000035,46300
E06000042,54100
E06000042,60900
E06000042,54500
E06000042,55000
E06000042,59200
E06000042,50300
E06000042,59100
E06000042,54200
E06000042,51400
E06000042,53900
E06000042,60000
E06000042,41000
E06000042,55400
E06000042,51200
E06000042,63600
E06000042,67600
E06000042,72000
E06000042,47900
E06000042,68400
E06000042,62300
E06000042,56800
E06000042,61900
E06000042,44700
E06000042,62700
E06000042,71600
E06000042,55700
E06000042,52600
E06000042,71000
E06000042,52600
E06000042,48900
E06000042,54800
E06000042,52500
E06000044,37300
E06000044,37700
E06000044,53700
E06000044,47800
E06000044,51600
E06000044,44100
E06000044,46800
E06000044,48900
E06000044,43400
E06000044,49300
E06000044,44800
E06000044,31000
E06000044,44800
E06000044,43500
E06000044,32800
E06000044,44200
E06000044,32000
E06000044,46100
E06000044,46200
E06000044,50900
E06000044,45000
E06000044,51800
E06000044,46300
E06000044,52300
E06000044,54000
E06000038,65400
E06000038,90500
E06000038,68700
E06000038,61500
E06000038,61200
E06000038,54600
E06000038,64000
E06000038,59100
E06000038,48200
E06000038,57200
E06000038,64800
E06000038,60500
E06000038,58800
E06000038,66300
E06000038,51900
E06000038,48200
E06000038,52100
E06000038,51300
E06000039,55300
E06000039,62600
E06000039,62000
E06000039,60900
E06000039,57400
E06000039,66000
E06000039,62800
E06000039,64300
E06000039,60700
E06000039,72800
E06000039,63400
E06000039,62600
E06000039,58600
E06000039,62100
E06000045,59800
E06000045,51200
E06000045,39800
E06000045,38800
E06000045,47000
E06000045,57900
E06000045,46000
E06000045,50700
E06000045,53700
E06000045,50000
E06000045,70700
E06000045,37600
E06000045,40300
E06000045,53400
E06000045,47000
E06000045,43900
E06000045,52000
E06000045,43000
E06000045,47500
E06000045,57800
E06000045,47800
E06000045,40500
E06000045,43500
E06000045,54800
E06000045,39500
E06000045,43100
E06000045,36500
E06000045,43300
E06000045,45600
E06000045,46500
E06000045,49300
E06000045,35900
E06000037,62600
E06000037,50700
E06000037,69800
E06000037,65400
E06000037,58700
E06000037,59600
E06000037,70300
E06000037,57400
E06000037,52100
E06000037,46500
E06000037,57800
E06000037,50400
E06000037,61000
E06000037,56000
E06000037,67000
E06000037,46700
E06000037,61000
E06000037,58000
E06000037,53800
E06000037,53200
E06000037,63600
E06000037,59300
E06000040,68900
E06000040,64600
E06000040,64200
E06000040,79400
E06000040,62200
E06000040,76400
