outcode,gas_total_cons_kwh,gas_mean_cons_kwh,gas_median_cons_kwh
DH9,194816968.47119927,11199.595772992197,10220.903395979933
DL1,225859766.83547872,10355.31460435004,9215.846235216284
DL10,82490037.17658445,12428.813797888271,10939.368439702463
DL12,48897348.557993434,12684.137109725923,10791.738636195672
DL13,41473728.25368144,13149.565077261079,11340.763914506637
DL14,195520541.2841163,11316.155879390919,10103.78375186442
DL15,111344148.4375535,11148.90842470747,10012.253273691718
DL16,115791700.33814709,10804.49,9789.824369743481
DL17,93986720.35651362,10585.282166518033,9617.589598988194
DL2,91028304.36849473,12692.178523214547,11061.901176610272
DL3,239250389.96672782,12024.445392105736,10613.598673304503
DL4,51548219.81130707,10342.740732605753,9376.854896747078
