outcode,gas_total_cons_kwh,gas_mean_cons_kwh,gas_median_cons_kwh,Latitude_Longitude
NG9,363897780.4263892,11534.36813928775,10197.270397520571,"(52.9290314, -1.2762874412971998)"
NN1,143024211.67718315,11984.599604255334,9832.230764645556,"(52.2433505, -0.8801897)"
NN10,183836399.026468,10822.81873463252,9737.866777917012,"(52.2904952, -0.613263)"
NN11,149112191.3497958,10537.964052989102,9245.684089240362,"(52.2568112, -1.166608)"
NN12,100048277.24025434,11470.79537265012,10141.645310606276,"(52.1202429, -0.9643741)"
NN13,78927371.79412888,11280.17318767027,10006.59536823588,"(52.0557529, -1.0773361)"
NN14,203652569.16856024,11407.82932828592,10107.872936406786,"(52.3974014, -0.5467391)"
NN15,193192527.47457767,10830.39171849858,9626.119951525809,"(52.3956038, -0.7363006)"
NN16,144974010.72260734,11021.287115904466,9529.272701990394,"(52.4008185, -0.7271429)"
NN17,157332169.25543803,11181.306890444035,10098.933190299354,"(52.5092997, -0.6938446)"
NN18,168756969.2225621,10877.020252823855,9916.165047582765,"(52.4785507, -0.7078265)"
NN2,189512266.8549344,10755.52025283396,9539.7,"(52.2507907, -0.8888047)"
NN29,56463588.25523353,11755.900115601402,10351.2326916586,"(52.2560093, -0.6700111)"
NN3,328921602.6925416,10940.713234850373,9727.437074123509,"(52.2641945, -0.8407504)"
NN4,229483944.19478497,11339.260015554151,10199.257007769937,"(52.1890086, -0.887698)"
NN5,188039650.0372446,10252.420807875502,9185.092476706906,"(52.2557719, -0.9196973)"
NN6,159655053.82744744,13208.823846069949,11293.87925383152,"(52.3053315, -0.8936772)"
NN7,146439323.24183777,12899.869912071685,11051.51,"(52.1941829, -0.9280821)"
NN8,243888408.9032238,10573.044128114789,9485.070623993885,"(52.3013758, -0.6929437)"
NN9,125434651.76418243,10295.030512490352,9161.253153742253,"(52.3100417, -0.5500323)"
NP1,6442815.491000163,16393.932547074208,12152.467209785244,"(None, None)"
NP10,102250712.29817653,10379.729194820477,9439.509948004346,"(None, None)"
NP11,168094472.2492203,10368.521604319045,9481.019676598367,"(None, None)"
NP12,165841155.5013832,11579.469033751097,10652.681182552702,"(None, None)"
NP13,93955678.15641242,10873.24130961838,10017.681167727236,"(None, None)"
NP15,22282767.39623263,12504.358808211353,10850.840720253313,"(None, None)"
NP16,85040022.88986026,10583.699177331706,9345.618895227606,"(None, None)"
NP18,77368023.63005908,11736.654070093911,10432.284290247208,"(None, None)"
NP19,229470388.679576,9544.960221270994,8437.346500485528,"(None, None)"
NP2,7351987.896899823,15543.31479260005,12343.825352868991,"(None, None)"
NP20,229636921.23171595,10151.044170794625,8659.326620261148,"(None, None)"
NP22,115476023.96417928,11588.16095977715,10563.237600698993,"(None, None)"
NP23,170002211.97785607,11524.792351559629,10495.616396444835,"(None, None)"
NP24,22356084.28145172,10910.72927352451,10138.014474930971,"(None, None)"
NP25,49352291.59030829,10352.903627083762,8651.813431560413,"(None, None)"
NP26,98321676.92778338,10216.300595156212,9378.727845416532,"(None, None)"
NP3,7003845.096925419,14411.20390313872,11856.463311824022,"(None, None)"
NP4,212233389.2219117,10711.825025080085,9681.650031477337,"(None, None)"
NP44,208568012.54128575,9581.84,8488.739497789584,"(None, None)"
NP5,2238610.248224837,14924.068321498911,12244.17491304618,"(None, None)"
NP6,5908513.000022073,15150.03333338993,11733.910779780095,"(None, None)"
NP7,100740050.46155757,10916.78050081898,9418.260920271205,"(None, None)"
NP8,17530601.462904025,12048.52334220208,10370.513860790086,"(None, None)"
NP9,7588833.132937298,14482.505978887972,9532.82,"(None, None)"
NR1,102563928.90759666,9103.037978840566,7447.266465777463,"(None, None)"
NR10,58424769.21296524,10201.635972230704,9089.088888667064,"(None, None)"
NR11,51891230.09179491,10534.151459966486,9162.670564325912,"(None, None)"
NR12,45757832.95738004,12654.267963877224,10759.94353732547,"(None, None)"
NR13,100485697.96631348,11029.052570114529,9797.875641962177,"(None, None)"
NR14,86529126.11628257,10837.816397329982,9607.66,"(None, None)"
NR15,12352525.686927766,10362.857119905844,9335.79839985086,"(None, None)"
NR16,8337181.34,11175.846299510817,9686.752295047314,"(None, None)"
NR17,49553867.488688074,9832.116565215889,8793.260519176678,"(None, None)"
NR18,73480741.02,9364.182620694315,8272.182122155993,"(None, None)"
NR19,68597557.45923798,9865.893493346466,8804.77,"(None, None)"
NR2,123219106.89840372,10394.728100084674,8344.262130964691,"(None, None)"
NR20,16271596.494554171,10403.83,9408.443372143309,"(None, None)"
NR21,40822600.16150524,10027.659091502146,8679.634394177012,"(None, None)"
NR23,16416119.722057115,10272.91597124976,8257.165453653744,"(None, None)"
NR25,27820087.173686463,10808.114675091869,9209.72279229892,"(None, None)"
NR26,47354915.05854415,11197.662581826473,9690.756739981469,"(None, None)"
NR27,57533496.47292528,10523.778392706288,8810.78,"(None, None)"
NR28,57360919.78852915,9485.847492728486,8237.143228984869,"(None, None)"
NR29,1383426.73,6715.663749250728,6360.560221846234,"(None, None)"
NR3,126085519.59869812,8433.249922994992,7150.937540669001,"(None, None)"
NR30,121612206.12130406,9475.05,7855.587990408071,"(None, None)"
NR31,195580902.96483913,9353.015301269146,8152.517379400364,"(None, None)"
NR32,160707215.82214832,9517.186771417051,8353.77,"(None, None)"
NR33,163540731.02901104,9796.377802145144,8825.796634260223,"(None, None)"
NR34,74098641.2,10029.59409787347,8970.957763118668,"(None, None)"
NR35,23579863.83,10194.49,8952.937760914472,"(None, None)"
NR4,112199466.47941868,11850.387249621745,10019.62178017596,"(None, None)"
NR5,116683186.83182152,9360.865369580548,8291.2,"(None, None)"
NR6,115857961.40274592,10474.456324269588,9539.59,"(None, None)"
NR7,154614964.7828661,10061.49312050928,9078.076665100536,"(None, None)"
NR8,96775588.61879846,10551.198061360496,9528.08,"(None, None)"
NR9,35792091.693160705,10211.723735566537,9233.248906285477,"(None, None)"
NW1,196135023.8293491,10216.96222479289,7448.370949853229,"(None, None)"
NW10,386595811.0265824,12228.240108384703,10113.998541295849,"(None, None)"
NW11,226392086.3731476,20080.901753871527,16518.798269540075,"(None, None)"
NW2,305151760.2935635,13005.1,10267.362047783212,"(None, None)"
NW3,281392179.4287138,14604.119754448506,10588.576167216042,"(None, None)"
NW4,179285030.14231527,16294.19523241982,12847.565666556377,"(None, None)"
NW5,112034010.13050322,10129.657335488537,7849.513932600545,"(None, None)"
NW6,264534457.26533777,10876.79196025401,8378.543096641082,"(None, None)"
NW7,163171756.95038638,16069.70227992775,13504.481011898017,"(None, None)"
NW8,120448691.17877775,11610.631499785786,7782.444070121516,"(None, None)"
NW9,247645513.8926083,13824.132739343995,12384.977370142487,"(None, None)"
OL1,87321754.92564502,10911.12769282082,9450.779854216917,"(None, None)"
OL10,131151421.05341826,10165.20082571836,8913.32,"(None, None)"
OL11,224994353.3069583,12153.97327716931,10363.414613821136,"(None, None)"
OL12,214239958.18365744,11430.398451883766,9934.097519923596,"(None, None)"
OL13,81561181.32245865,11500.448579026885,10110.2968318594,"(None, None)"
OL14,78564091.57168683,11536.577323302032,9673.476409962395,"(None, None)"
OL15,76294828.03766519,11772.076537211107,10394.77505057163,"(None, None)"
OL16,171037456.90166357,11264.321450320307,9978.885613175918,"(None, None)"
OL2,206512104.83839017,11305.200899895448,10173.29546852891,"(None, None)"
OL3,96239834.86697192,14599.48951258676,12510.643324359966,"(None, None)"
OL4,217525061.78648883,12425.033517249603,10841.632645140691,"(None, None)"
OL5,55356807.51986919,10746.80790523572,9467.513867082263,"(None, None)"
OL6,138259338.4485949,10716.116760858386,9324.290404025687,"(None, None)"
OL7,72953336.30159728,10004.57162665898,8651.484651463225,"(None, None)"
OL8,170171559.40847284,11392.619629676165,9779.553989337955,"(None, None)"
OL9,178084647.26074368,10786.471669336384,9764.788683870944,"(None, None)"
OX1,83322828.28111394,14199.527655268224,11508.3251714018,"(None, None)"
OX10,125191660.79125904,11550.11170691568,9814.06590628982,"(None, None)"
OX11,166827791.4122015,10012.470976605538,8538.93,"(None, None)"
OX12,122741231.40563568,10495.18866230318,9261.16,"(None, None)"
OX13,61973671.925276116,12082.993161488812,10470.640738048234,"(None, None)"
OX14,202802747.1039795,11173.089477383037,9782.471327921572,"(None, None)"
OX15,53298999.75644374,11945.091832461618,10135.935673438056,"(None, None)"
OX16,212462147.35812423,10410.218401593624,9290.7807020273,"(None, None)"
OX17,60383064.28652146,13247.71046215916,11459.945973270129,"(None, None)"
OX18,88772449.17910525,10483.284031542897,9183.009480333476,"(None, None)"
OX2,217436544.7247411,14335.215237654344,11808.967331203095,"(None, None)"
OX20,29264759.37760486,13935.599703621365,11855.865533474758,"(None, None)"
OX25,32614500.860113252,10561.690693041855,9150.0860952259,"(None, None)"
OX26,146181175.0721538,10198.212297485266,9180.69,"(None, None)"
OX27,9563252.811012326,11984.026078962814,10507.171969289946,"(None, None)"
OX28,118931996.7100968,10702.06035364859,9535.6386844031,"(None, None)"
OX29,109955425.24175292,12073.726281075316,10296.870557011192,"(None, None)"
OX3,182205757.69698533,11945.568589587972,10515.070613881488,"(None, None)"
OX33,37311574.55357574,13803.76417076424,11921.03,"(None, None)"
OX39,35317423.92452949,11466.696079392692,10060.898549809248,"(None, None)"
OX4,250823834.0033461,11143.268648244972,9475.411519380295,"(None, None)"
OX44,36674544.264175184,13443.74789742492,11598.66591892784,"(None, None)"
OX49,13922553.081901098,12963.271025978676,10754.99194338237,"(None, None)"
OX5,106640660.8613131,11904.516729327206,10382.768316955448,"(None, None)"
OX6,3253549.404009917,16945.56981255165,11547.81839436356,"(None, None)"
OX7,96391466.52893938,12872.792004398956,10976.647657260675,"(None, None)"
OX8,7738754.604569307,16823.379575150666,12580.072509557323,"(None, None)"
OX9,66442883.93,11537.22589569453,10083.60715301322,"(None, None)"
PA1,113642936.71560565,10268.630768555677,8128.860457898229,"(None, None)"
PA10,22766485.55706876,13175.049512192569,11544.58359611996,"(None, None)"
PA11,40976335.94446308,16911.405672498175,14178.45451542263,"(None, None)"
PA12,16767987.669919629,12494.774716780646,10685.252374129335,"(None, None)"
PA13,35495838.661545664,20399.907276750386,16713.21740697331,"(None, None)"
PA14,73362558.59,10908.930645634468,9734.610725691882,"(None, None)"
PA15,70964736.43327636,9153.19701190202,7886.638817742976,"(None, None)"
PA16,147691951.14425182,11900.084694565452,10365.298175008076,"(None, None)"
PA17,15234504.787542343,14762.117042192194,12597.230981770332,"(None, None)"
PA18,13934816.79666471,14576.168197348024,13488.2,"(None, None)"
PA19,65117076.32133701,12585.44188661326,11038.031454285794,"(None, None)"
PA2,198864116.7969083,11152.718119954478,9929.823507625655,"(None, None)"
PA20,38157449.412281424,10945.91205171584,8603.377681672639,"(None, None)"
PA23,66246361.92453039,13297.14209645331,11219.729505159512,"(None, None)"
PA28,19414453.832664628,10432.269657530696,8496.688231747112,"(None, None)"
PA3,100761843.13442108,9046.672933598587,7842.047832136754,"(None, None)"
PA34,15677057.06728964,14529.246586922744,11144.147120360934,"(None, None)"
PA4,115779026.87456144,9626.592406631864,8641.419146869286,"(None, None)"
PA5,113268983.65419072,10769.06100534234,9397.743540460848,"(None, None)"
PA6,39498496.56091083,14899.470600117247,13625.85217887504,"(None, None)"
PA7,53814910.95200607,11843.070191902743,10533.982040425022,"(None, None)"
PA8,72899545.11935666,11763.68325308321,10960.947432702693,"(None, None)"
PA9,9084810.389228698,12922.91662763684,11786.847663953844,"(None, None)"
PE1,218034928.25640973,11564.38571424683,9653.715624341325,"(None, None)"
PE10,100108205.84807202,10206.79097145922,9203.468621492108,"(None, None)"
PE11,191285038.00221297,11028.252407161312,9810.87,"(None, None)"
PE12,133466190.78677832,10893.420730230033,9690.188131988887,"(None, None)"
PE13,121703753.49723165,11085.140130907335,9686.752295047065,"(None, None)"
PE14,33858393.06859088,11607.26536461806,10124.237904072852,"(None, None)"
PE15,122267420.90403622,11073.944470975111,9894.983431607758,"(None, None)"
PE16,47458476.87118215,10188.595292224592,9025.017769724169,"(None, None)"
PE17,2127790.280116195,17585.043637323924,14211.775070328044,"(None, None)"
PE18,969869.8982474932,17633.998149954423,11810.109221235572,"(None, None)"
PE19,185985912.82162467,10207.78884860728,9066.063330294975,"(None, None)"
PE2,213132147.30326208,9806.84,8649.601057171985,"(None, None)"
PE20,41593240.52532274,10564.704222840424,9354.947652820008,"(None, None)"
PE21,208240794.8,10822.763620867368,9494.010370105503,"(None, None)"
PE22,16396292.951967144,11669.959396417897,10689.94973876099,"(None, None)"
PE23,18061004.607447844,10227.069426640908,8322.903629537172,"(None, None)"
PE24,10749116.206766397,10590.262272676253,9174.166120348696,"(None, None)"
PE25,98192915.37,10610.861829077709,8765.917714604553,"(None, None)"
PE26,50969083.114808984,10928.19106235184,9677.241738329096,"(None, None)"
PE27,94393129.32108933,10595.25528354353,9442.48,"(None, None)"
PE28,211031168.42927977,11818.501816155902,10423.069607260397,"(None, None)"
PE29,133522737.7601342,10484.706537898248,9233.25,"(None, None)"
PE3,133735309.527392,11030.625992031672,9443.982820929134,"(None, None)"
PE30,186368083.43535733,10119.900273422963,8861.836638669016,"(None, None)"
PE31,62395954.10521462,10741.255655915757,9372.4,"(None, None)"
PE33,30893903.75683037,11053.28,9878.965651873505,"(None, None)"
PE34,6952929.473924133,10106.002142331588,9103.104445934992,"(None, None)"
PE36,31699836.371177055,10804.306874975138,8947.93,"(None, None)"
PE37,48694608.32205561,9968.190035221209,8935.918869945155,"(None, None)"
PE38,53746873.58886018,10483.103879239356,9413.45,"(None, None)"
PE4,120591551.43371262,9506.626049169305,8546.486600127266,"(None, None)"
PE5,7054173.629106558,14080.186884444229,12483.857081360244,"(None, None)"
PE6,159048810.4212124,11122.294435049818,9969.931246129026,"(None, None)"
PE7,209694390.36567077,10279.640686586145,9304.327803860177,"(None, None)"
PE8,49218827.49596977,11372.1874990688,9677.771817947194,"(None, None)"
PE9,150750180.20273247,11766.326896872655,9873.949579834009,"(None, None)"
PH1,173986964.22159943,10828.165560219031,9210.038942445908,"(None, None)"
PH10,57684824.80197797,13209.256881607043,11287.30316044438,"(None, None)"
PH11,16261572.90985772,13082.520442363411,10838.814307595136,"(None, None)"
PH12,8893957.507541081,14485.272813584825,12176.772682223522,"(None, None)"
PH13,16739392.243134571,12986.339986915882,11011.0019921716,"(None, None)"
PH14,7215578.263941289,12229.79,11038.531999879797,"(None, None)"
PH15,12887452.520177098,13452.455657804903,10947.933247239553,"(None, None)"
PH16,18405680.040453207,14963.967512563582,12007.588271215564,"(None, None)"
PH2,150013189.78296012,12898.812535078256,11020.011812877648,"(None, None)"
PH3,38515220.45,14113.309069223782,12006.086634431214,"(None, None)"
PH4,114642.96082730178,8188.782916235841,7990.709873762403,"(None, None)"
PH6,13441196.180513917,15119.455771106766,12522.64968816005,"(None, None)"
PH7,46586522.214517705,14129.973374133366,11850.91750007549,"(None, None)"
PH8,8344803.671410367,14119.803166515005,11542.581413741009,"(None, None)"
PH9,538132.4764316665,19930.832460432095,18662.34195272847,"(None, None)"
PL1,78297911.54,7217.062544111604,4980.428667247296,"(None, None)"
PL11,23832211.051244315,7259.278419507863,6208.77,"(None, None)"
PL12,62411260.92954692,8478.638898185969,7422.090078184375,"(None, None)"
PL13,24920580.761476543,9121.7352714043,7446.616812325719,"(None, None)"
PL14,57551946.41734595,8342.070795382802,6993.6230491244605,"(None, None)"
PL15,40848908.84,9266.99,7637.324683904869,"(None, None)"
PL16,49968.465627534024,9993.693125506805,7250.903484798431,"(None, None)"
PL17,25381765.719907463,9520.542280535432,8025.446852112952,"(None, None)"
PL18,12972476.233234316,9167.82772666736,7749.446897117598,"(None, None)"
PL19,57481240.21499707,9868.024071244132,8127.442983649174,"(None, None)"
PL2,103751568.0420905,7437.92,6354.802841290919,"(None, None)"
PL20,39675529.13060994,11008.75,8932.736682984794,"(None, None)"
PL21,59587307.41540565,8614.617235131655,7432.100990079335,"(None, None)"
PL22,11861694.87076984,9535.124494187974,7749.947442712424,"(None, None)"
PL23,13120280.229430037,10038.46995365726,7853.560380815168,"(None, None)"
PL24,31197986.912462343,8517.058944161163,7096.735441631611,"(None, None)"
PL25,90924055.79649992,8981.927866887278,7547.226476861468,"(None, None)"
PL26,10657224.029165665,9997.395899780173,8473.736372646106,"(None, None)"
PL27,30629417.43802168,8829.465966567219,7226.877296253085,"(None, None)"
PL28,20811411.590730075,9581.681211201692,7587.270124435454,"(None, None)"
PL3,117329160.57383536,9198.68,7752.45,"(None, None)"
PL30,2187637.535095577,13758.72663582124,11778.838934438538,"(None, None)"
PL31,52124897.272716194,8338.649379733833,6954.580492737101,"(None, None)"
PL4,123411337.26930636,9076.365173884413,6662.261865435651,"(None, None)"
PL5,129386143.82546104,6925.71,6064.610425364589,"(None, None)"
PL6,143497066.01151216,7938.980138949497,6708.31,"(None, None)"
PL7,102236670.0469484,8346.531965625634,7330.290902037972,"(50.388128, -4.0541298)"
PL8,23761323.55,11129.425549323794,9116.937461833191,"(50.348455, -4.0010836)"
PL9,121209348.47707646,8913.762941394061,7903.114394691019,"(50.3524649, -4.0749932)"
PO1,82100877.97727099,8283.813740013216,6863.922150960205,"(50.8035487, -1.0734421)"
PO10,95676410.49712572,10940.698741809689,9524.778048087688,"(50.8623964, -0.9036238)"
PO11,84515458.06412277,11411.755072120275,10058.923888660209,"(50.7928933, -0.9958189)"
PO12,163493735.30909583,8815.579386881043,7747.583014756224,"(50.8031387, -1.1493695)"
PO13,123140126.00602,8956.296894757437,8091.17,"(50.8082771, -1.2112926)"
PO14,139524693.59569475,10174.629446196655,9052.834033681986,"(50.8160841, -1.2289439)"
PO15,100966603.3,9860.019851909276,8819.33,"(50.864657, -1.248083)"
PO16,136079239.67191848,10133.991634786898,9070.60598401416,"(50.857127, -1.1723639)"
