outcode,gas_total_cons_kwh,gas_mean_cons_kwh,gas_median_cons_kwh,Latitude_Longitude
CA4,42189532.85580999,14633.899707183486,12877.255660372726,"(54.8320395, -2.8797559)"
CA5,27288734.355609395,13529.367553599104,11627.323324032384,"(54.7900326, -3.0084826)"
CA6,9103720.539072797,12626.51947166823,10321.29166236074,"(54.9586792, -2.9884117)"
CA7,66854329.98496197,11213.406572452528,9897.102026956283,"(54.778213, -3.0864379)"
CA8,33231638.04367106,12573.453667677284,10900.984690789184,"(54.982126, -2.5328809)"
CA9,8016193.539315796,13917.002672423258,12172.569398310054,"(54.8008121, -2.3691928)"
CB1,215914278.0734473,11386.082269337512,9674.738960245008,"(52.1949478, 0.1361137)"
CB10,57711011.113032594,11980.695684665268,10031.134559361148,"(52.0239266, 0.2414775)"
CB11,71757157.13832138,12912.930922857906,11129.35358247744,"(51.9836582, 0.1171395)"
CB2,92905362.13540952,11891.125321311856,8642.593278540418,"(52.1743264, 0.108429)"
CB21,40941404.04348424,12120.013038331628,10645.316301093364,"(52.097961, 0.2841394)"
CB22,115794482.95826018,12794.970492625434,10915.61633412951,"(52.1108646, 0.1850306)"
CB23,114619537.41729411,10780.618643462576,9531.079498245095,"(52.1517645, 0.0288509)"
CB24,171654073.67603135,11458.118528538238,10200.322357816503,"(52.3104193, 0.0158245)"
CB25,69069718.76550515,11473.375210216802,9983.581775770084,"(52.2566375, 0.1986034)"
CB3,71439822.61882327,14964.35329258971,12034.358137533034,"(52.1995827, 0.1088609)"
CB4,182561138.84472615,10732.577239548862,9014.005546153408,"(52.476288, -1.8946278)"
CB5,55095017.03360159,10977.289705838131,9176.185565978289,"(52.2077189, 0.1278057)"
CB6,135248116.95917553,10839.794578758958,9773.848972361402,"(52.3627962, 0.248448)"
CB7,115545496.96878512,10562.711122477844,9015.01,"(52.3071704, 0.3917169)"
CB8,102067238.46038166,10890.65711271678,9148.154451443288,"(52.2155997, 0.4642192)"
CB9,129107493.96016765,10128.461124983733,9161.168897478705,"(52.1067067, 0.4660625)"
CF1,5628224.623733449,13931.24906864715,9013.190887704492,"(51.6829323, -2.8796558)"
CF10,30962605.70759917,10029.99860952354,7189.089662001874,"(51.4888264, -3.1839567)"
CF11,144811063.3859463,9978.71,8066.72,"(51.4668456, -3.1792036)"
CF14,360030803.42118657,11446.992350921611,10251.420472799491,"(51.5282819, -3.2188574)"
CF15,96806626.05320792,12455.819101030354,11067.284305071613,"(51.5402048, -3.2641118)"
CF2,7107565.608579706,11905.470031121786,8083.525480549235,"(52.9500688, -1.1530038)"
CF23,212548625.4267498,11851.052435280168,10190.638370213286,"(51.023134299999995, -3.0765783915022147)"
CF24,196374671.8322148,9597.510963893006,7831.502128362609,"(51.4828778, -3.1647093)"
CF3,179688292.74249372,9606.431047446871,8466.996306625424,"(51.5017523, -3.1178928)"
CF31,200314981.675456,10032.804852021238,8943.369858595548,"(51.501778, -3.5388482)"
CF32,146486630.4,10802.848849248525,9642.12,"(51.62199, -3.5398192)"
CF33,62080415.86169258,9815.085511730053,8779.307597959669,"(51.5104493, -3.7011906)"
CF34,101818037.95004337,11445.372971003077,10631.432154819371,"(51.6328764, -3.6570364)"
CF35,78757781.31615503,10346.529337382426,8968.078030383576,"(51.5283294, -3.4883617)"
CF36,86796676.59692733,11659.951181747358,10410.54109907795,"(None, None)"
CF37,179329324.81262773,10677.542412183848,9465.206446657856,"(51.6025419, -3.33107)"
CF38,108110010.00554235,10847.883805492913,9922.8,"(None, None)"
CF39,143119531.6146029,11189.080729778976,10448.591683625957,"(51.5857749, -3.4259054)"
CF4,4007106.748906266,16836.582978597755,12370.887448347608,"(51.023134299999995, -3.0765783915022147)"
CF40,101672277.2086274,11175.233810576765,10386.327090730329,"(51.6145736, -3.4518823)"
CF41,55204392.60094086,11282.320171866108,10430.801799940378,"(None, None)"
CF42,71216437.99866074,11342.003185007285,10441.673395523838,"(None, None)"
CF43,62415134.49990542,11282.562274024842,10520.100540787493,"(51.6427185, -3.4298043)"
CF44,208387110.9875318,11335.859815456226,10354.700630845771,"(51.7915466, -3.5298532)"
CF45,99258176.38432404,11171.432344887342,10202.498292665448,"(51.6817158, -3.3782306)"
CF46,74355714.59803063,11576.477440141776,10579.05083063972,"(51.6478268, -3.2797737)"
CF47,113658022.7168155,11590.661096962624,10746.572235329992,"(51.7495342, -3.3798033)"
CF48,142190029.66553673,11877.874000963724,10873.57223829549,"(51.7721378, -3.3563429)"
CF5,294571549.4648001,10027.967641354897,8778.319271087763,"(51.483685, -3.2327701)"
CF61,40550966.94577028,10224.651272256751,9008.105268672056,"(51.4051102, -3.4853068)"
CF62,175403690.39991713,9374.86,8252.035212109924,"(51.4196773, -3.268385)"
CF63,84561021.24,8668.48,7671.393175207929,"(51.4036435, -3.2609466)"
CF64,182082765.31227925,11334.833498025351,9699.934078600929,"(51.4455152, -3.1776358)"
CF71,40762559.13083818,14124.240863076291,12293.797952383937,"(51.4780805, -3.4813707)"
CF72,126816484.24050708,10734.42,9628.774543863205,"(51.5141559, -3.4325177)"
CF81,84192996.35351515,11501.775458130483,10520.245381795923,"(51.691871, -3.2377548)"
CF82,98575335.88898525,11410.503054634244,10365.572226434662,"(None, None)"
CF83,250520600.18519685,10574.951464128191,9584.79,"(51.5764726, -3.2270895)"
CH1,128425932.49517696,10166.71409873155,8366.02,"(51.2055012, 0.8068150175432345)"
CH2,151641553.9789032,10631.813361768436,9441.920670937929,"(50.8235176, 0.377697)"
CH3,154777650.13957685,11610.355572693485,10203.810433164484,"(51.202739199999996, 0.777287860424628)"
CH4,158649208.69915515,10461.537006208717,9049.16354544498,"(50.8258981, 0.3761556)"
CH41,80145903.09177849,8715.300466700575,7073.565673619036,"(53.394912, -3.0253944)"
CH42,139362859.34564045,9913.420070112425,8260.455017983928,"(51.5419389, -0.0579424)"
CH43,176859735.85418284,10724.621663585158,9031.445178882772,"(53.3674484, -3.0562388)"
CH44,122750543.37926815,9517.759430818653,8406.380580668221,"(53.4093589, -3.0417422)"
CH45,152145165.86195174,11647.922665897391,10310.169362928962,"(53.4328958, -3.0429241)"
CH46,104543307.99525182,9252.44,8475.480261053435,"(51.5479697, -0.0609669)"
CH47,63033769.68630735,13402.885325602245,11713.809005851195,"(53.4025135, -3.1543529)"
CH48,94853375.22985996,13944.924320767414,11758.597099110388,"(53.3669304, -3.1791682)"
CH49,125496866.12285817,9773.14,8779.450632199909,"(53.3701116, -3.0767999)"
CH5,175212793.87740746,9941.715494632745,8907.138468908448,"(50.8289759, 0.3749364)"
CH6,66665896.390852846,9190.225584622667,8201.515666002615,"(51.2172535, 0.8096839371129719)"
CH60,94069920.85134234,16080.32835065681,14421.273852120294,"(51.5540755, -0.0543221)"
CH61,87678005.27472503,11645.37193182694,10807.219250022135,"(53.3535768, -3.0928352)"
CH62,136859256.38001537,10124.22372984283,8948.759468254082,"(53.3494969, -2.9977604)"
CH63,145185983.49979135,11801.819500877204,10883.998838465708,"(53.3541532, -3.0093809)"
CH64,96927212.11219004,12094.735726502377,10475.49205380566,"(53.3002877, -3.0473884)"
CH65,117193048.51305312,8684.182920567107,7761.628908500014,"(53.258736, -2.8982388)"
CH66,155651680.09301147,9789.413842327764,8929.564571142153,"(53.256582, -2.925235)"
CH7,180198211.8,10386.662733745345,9462.607879816767,"(51.19971135, 0.7820452486102567)"
CH8,58750471.80589974,10008.598263356003,9027.850019333942,"(51.20418425, 0.7950670537629481)"
CM0,62116334.161172874,11131.959527091913,9886.974541740468,"(51.6632899, 0.8189368)"
CM1,285133666.99934524,11075.302660685384,9944.037882053472,"(51.7396157, 0.4738417)"
CM11,107436445.82931532,14806.56640426066,13134.810019081102,"(51.616713, 0.4232435)"
CM12,115274249.68183628,13746.035020490854,12479.508621942376,"(51.6228196, 0.4163669)"
CM13,143717074.52745363,14307.324492528982,12159.178331285666,"(51.5969746, 0.3487301)"
CM14,106136309.3765822,12441.250659545449,10357.781574398346,"(51.6263633, 0.2507198)"
CM15,141417870.10776016,14945.875090653157,13266.193088154982,"(51.6823972, 0.2906067)"
CM16,127373483.10178928,14015.568122996176,12196.538157355364,"(51.7036629, 0.1096463)"
CM17,106951826.51908515,10481.362849773142,9289.192969749389,"(51.7663899, 0.1477986)"
CM18,99320137.58461848,9691.660576172764,8828.799967963943,"(51.7580064, 0.1132801)"
CM19,83837710.66,10640.653720369231,9152.158896373376,"(51.771558, 0.0400744)"
CM2,260249372.846334,11313.714421872535,10119.23234790566,"(51.7108856, 0.5004568)"
CM20,96735681.85468069,10119.853735189943,8842.815525233658,"(51.7718673, 0.0938881)"
CM21,59261517.506174274,13018.78679836869,11326.572495469787,"(51.8338236, 0.1416914)"
CM22,68258239.54868291,14117.526276873405,12076.404809339125,"(51.9329221, 0.2477587)"
CM23,210964839.9686586,12532.812925126753,10870.065773009732,"(51.8626252, 0.150254)"
CM24,41611430.60792504,12636.328760378088,11120.343581375218,"(51.8901353, 0.262816)"
CM3,194469408.8802293,12402.385770422785,11090.810799986304,"(51.43597915, -2.8534069676629037)"
CM4,58043695.59588382,16466.296622945763,14281.289652208476,"(51.6930654, 0.2949386)"
CM5,42385927.90890502,13358.313239491024,11649.931423880204,"(51.778607, 0.2772928)"
CM6,119534544.25025553,12708.329178211305,11148.374695912022,"(51.8729598, 0.3623461)"
CM7,183802918.4897529,10590.776058182246,9443.482265314067,"(51.9119671, 0.5001234)"
CM77,62511505.05282634,12517.321796721331,11193.92525703473,"(51.8845782, 0.637189)"
CM8,134081182.73566224,10261.838568472542,9056.05,"(51.8107924, 0.6219452)"
CM9,108435006.81177951,10530.737769426,9508.5544954885,"(51.7340715, 0.6786451)"
CO1,67859630.27808298,9613.207292546109,8011.893201454921,"(51.8892764, 0.9020417)"
CO10,182668788.1240847,10663.677065037053,9356.89,"(52.1047914, 0.7946911)"
CO11,60276641.25821088,10802.265458460732,9775.851194826915,"(51.9475869, 1.0495601)"
CO12,89172994.14078021,9662.259631680596,8684.639950344934,"(51.941182, 1.2868908)"
CO13,75311598.56025667,11767.437275040103,10274.404589094198,"(51.8393007, 1.2395679)"
CO14,34098163.71534857,9923.8,8798.266075343137,"(51.842911, 1.2638995)"
CO15,199847802.6744104,10648.894478308222,9362.304011554104,"(51.7991376, 1.1521598)"
CO16,93307641.85,10078.596009250648,8942.926648580971,"(51.7994336, 1.0244587)"
CO2,134034579.17445125,9539.148756277222,8471.403257619115,"(51.8642193, 0.8791219)"
CO3,158554767.94074243,12138.62868938466,10627.296298891322,"(51.8743608, 0.8458692)"
CO4,187960550.5089421,10192.535681847085,9083.08,"(51.9118114, 0.9217926)"
CO5,124956622.86236183,11904.031900768014,10589.754627634542,"(51.7906687, 0.9694952)"
CO6,95816519.22275874,12622.384300192169,11198.430257587432,"(51.895813, 0.8230355)"
CO7,153828584.32873988,11644.858768261916,10332.469040633108,"(51.8562634, 0.9592737)"
CO8,8216417.064773705,12679.655964156953,10505.160728408671,"(51.9878267, 0.7521295)"
CO9,87627885.6,10814.252203363014,9624.683398573368,"(51.9771122, 0.5930125)"
CR0,688066231.9,11756.79166046669,10193.004950036271,"(51.3915351, -0.0945563)"
CR2,281165035.9749612,14556.82298601922,12714.813640383927,"(52.4066554, -1.5165022)"
CR3,170969269.16224414,14503.67061098101,12181.83051036662,"(52.4064268, -1.5165518)"
CR4,234044110.53747025,11262.408475890006,9896.833611545631,"(52.4063888, -1.5168989)"
CR5,186476232.9483808,15292.458007903952,13542.458164065933,"(51.2887687, -0.1693632)"
CR6,66015326.02912017,16499.706580634884,14227.50851077762,"(51.3120826, -0.0567224)"
CR7,208649465.39559335,13001.586826744351,11638.184441218911,"(51.3894657, -0.1065806)"
CR8,216605921.45759583,16572.75604113205,14234.987226356414,"(51.3255515, -0.0998495)"
CR9,961586.8649826664,21854.246931424237,18535.25,"(51.382475, -0.1308716)"
CT1,124937179.95336635,10753.759679236216,8855.796403436938,"(51.2724457, 1.0694998)"
CT10,130830961.88078351,11138.3417232065,9627.599850822677,"(51.3845536, 1.429192)"
CT11,120900471.13909724,9278.624032164023,7909.988173659054,"(51.332709, 1.4174248)"
CT12,75922692.26400162,9343.181425547824,8365.691242724224,"(51.3482089, 1.4061238)"
CT13,44725092.19230031,11142.27508527661,9255.159815165782,"(51.2663462, 1.3364126)"
CT14,157670943.01398596,9746.61204265228,8219.606998484767,"(51.2560415, 1.3453656)"
CT15,49533022.64623638,11732.122843731971,10063.85825939421,"(51.218564, 1.2223479)"
CT16,82328689.10218844,9440.28,8109.257776679347,"(51.1228239, 1.315742)"
CT17,78971892.34,8851.366547728861,7757.920956955736,"(51.1180419, 1.2888315)"
CT18,61905655.67857546,11323.514848833998,10259.800607472129,"(51.1158615, 1.1645502)"
CT19,108205025.11120394,9383.84,8226.587133020084,"(51.0938243, 1.1667361)"
CT2,119314665.24109907,11248.672126058176,9482.01,"(51.2961572, 1.0672837)"
CT20,101009256.34468047,9587.059258227078,7603.118898993993,"(51.0791526, 1.1825546)"
CT21,85211468.84329343,10938.571096700054,9332.44,"(51.0644798, 1.0558931)"
CT3,71850760.43772702,10384.558525470013,8646.0,"(51.2788197, 1.2183116)"
CT4,58194352.816949055,13127.5327807239,10871.060960506808,"(51.2596625, 1.0007443)"
CT5,167730877.00745466,10876.783412713488,9603.667960984263,"(51.3564624, 1.0326025)"
CT6,175448438.94520372,10438.388799690843,9196.825833678196,"(51.3516776, 1.1365131)"
CT7,57015070.412343055,10631.189709554925,9406.229869790384,"(51.3528055, 1.2482426)"
CT8,32110739.915583823,9058.04,7672.165018357408,"(51.3839764, 1.3344661)"
CT9,182151200.64041933,9570.786078206143,8124.3780201550335,"(51.384689, 1.4158742)"
CV1,115672938.63256632,12292.554583694617,9584.188932016166,"(52.4147929, -1.509816)"
CV10,230538397.9272145,9976.130422225737,9222.661396571852,"(52.5412713, -1.5209523)"
CV11,206580900.8,11531.813152176734,10258.28199741244,"(52.5236376, -1.4615208)"
CV12,140834097.6081452,10475.60975960616,9578.212682873009,"(52.4789215, -1.4719252)"
CV13,45222366.33895634,12565.258777148192,10780.54338923858,"(52.5781595, -1.4038554)"
CV2,276321549.0328131,10419.757495863836,9226.60607638792,"(52.4187317, -1.465089)"
CV21,175078184.02072233,10881.179864557012,9434.83,"(52.3738532, -1.2626597)"
CV22,188628919.76712763,11855.997471221095,10532.271401834456,"(52.3709298, -1.2634908)"
CV23,102136469.16109876,11510.928565434324,9920.99,"(52.4014681, -1.2451196)"
CV3,308205548.94536906,11076.569593723956,9903.183816225535,"(52.3956633, -1.5142391)"
CV31,136795268.24308738,10500.097347489052,8887.345843866675,"(52.2839667, -1.5449753)"
CV32,167746843.6961523,12583.215339895904,10691.521561086223,"(52.2905107, -1.5340879)"
CV33,39437771.88669296,11115.493767388096,9499.62,"(52.1973471, -1.488358)"
CV34,159211601.02538973,10462.058156485064,9122.759122759106,"(52.2823848, -1.5897304)"
CV35,78482029.08522089,11936.430279121048,10234.542843237869,"(52.1730334, -1.4932499)"
CV36,32293073.85556898,10423.845660286952,9030.28,"(52.0767697, -1.6646041)"
CV37,202229876.3190811,11594.420153599422,9757.28693119848,"(52.1942935, -1.7090701)"
CV4,148026972.7075369,11155.84992897256,9288.933201979564,"(52.4046098, -1.5825508)"
CV47,71552401.98,10320.554157703822,9000.106826193638,"(52.1758084, -1.3717139)"
CV5,233220623.3474715,11830.803193195938,10585.684498727353,"(52.4037863, -1.5343702)"
CV6,394216717.6922556,11040.938739455416,9850.75985075858,"(52.4150096, -1.5342075)"
CV7,147354681.82838166,12940.60611472571,11182.181092362884,"(52.4382308, -1.6494554)"
CV8,162290701.3664168,12882.25919720724,11432.87556330983,"(52.338551, -1.5186624)"
CV9,97030107.97417185,11137.52387215012,9905.66,"(52.5645084, -1.5840987)"
CW1,179820036.3997501,9354.421078902882,8426.067654629607,"(51.3472333, 0.9971715)"
CW10,65783738.347992845,10353.12218256104,9343.485301137463,"(53.2193374, -2.4938831)"
CW11,120104433.13089396,10462.058635095293,9421.25,"(53.1430096, -2.3626434)"
CW12,163342090.8504369,11375.58958495974,10081.62828406412,"(53.1699666, -2.1947418)"
CW2,201470556.22865865,10776.131591177718,9587.200556070173,"(51.3265048, 0.9866228)"
CW3,26436221.71080215,12411.371695212276,10951.663125575864,"(53.00465, -2.4922)"
CW4,56929197.64027897,13009.41445161768,11686.739279158292,"(53.2035649, -2.3522433)"
CW5,124962512.10027966,10818.32846509217,9516.731551979334,"(53.0778991, -2.498471)"
CW6,42030742.32636987,13321.946854633872,11790.588594294402,"(53.1662335, -2.6601197)"
CW7,142604369.7639514,9617.884249271692,8686.921384590807,"(53.188978, -2.5241364)"
CW8,188009384.97506064,11256.698896842332,9894.72,"(53.2236745, -2.5444809)"
CW9,157895459.38909885,10765.354836646817,9657.494130790288,"(53.2819054, -2.4754696)"
DA1,247103830.4425389,10196.576316024546,8940.555179955334,"(51.4577079, 0.2308678)"
DA10,46590275.67,8531.45,7524.585031002187,"(51.435001, 0.303507)"
DA11,164688842.9590515,10199.346191803525,8782.006409760928,"(51.4158629, 0.3706711)"
DA12,197817159.16078684,10739.26,9582.228976336444,"(51.4183203, 0.3937343)"
DA13,69733209.09420875,14336.597264434364,12917.24,"(51.3266614, 0.3460364)"
DA14,103740505.34477969,11803.448099303638,10029.45616774688,"(51.4259223, 0.1122493)"
DA15,141351177.77583718,12823.29472701054,11728.620346490432,"(51.4330325, 0.1029182)"
DA16,166924804.79123604,12319.173785331071,11501.765974041631,"(51.4520413, 0.110929)"
DA17,70264897.22047298,10949.80477177388,9819.054969556631,"(51.4859364, 0.1485472)"
DA18,17732239.666458596,9230.73,7945.3874273817855,"(51.4935969, 0.1337162)"
DA2,106173143.96300724,12135.460505544315,10717.498000691234,"(51.4232876, 0.23086)"
DA3,86228027.72384071,14080.34417436981,12838.960318932732,"(51.3908216, 0.3046232)"
DA4,49271971.704033874,12878.194381608437,10897.485755540276,"(51.3966855, 0.235903)"
DA5,116305421.6316844,13992.47132238744,12757.193028642603,"(51.441503, 0.1493661)"
DA6,53962413.20599319,12937.524144328265,11416.508616477284,"(51.4539755, 0.1361121)"
DA7,175803426.3225419,12635.002610503228,11866.72729411797,"(51.4610218, 0.1267924)"
DA8,129643622.16589902,10365.684989677702,9377.312169566534,"(51.4736992, 0.1622458)"
DA9,54774807.16432425,9753.35,8583.571156487515,"(51.4455727, 0.2601772)"
DD1,39554270.66163097,9335.442686247574,6916.54,"(56.4593571, -2.9773921)"
DD10,84610604.96755327,11691.39214696052,9839.725300578844,"(56.707271, -2.460561)"
DD11,119432993.59098588,10743.275487180525,9200.02803055478,"(56.5601557, -2.5836808)"
DD2,194153674.96732816,11305.093453320613,9596.460141551705,"(56.5037286, -3.1311545)"
DD3,169935202.46643642,10461.41359680106,9094.412910073355,"(56.519571, -3.0800775)"
DD4,179551229.36477143,9811.542588238875,8494.26,"(56.4766041, -2.9241314)"
