outcode,elec_total_cons_kwh,elec_mean_cons_kwh,elec_median_cons_kwh
DL4,12882911.811000008,2617.414020926454,2138.5
DL5,37236059.30399995,2741.9778574374045,2321.8999999994426
DL6,26773414.701000005,3587.4868954843905,2593.5
DL7,24905476.295000006,3520.208663604241,2633.800000000351
DL8,40103233.88399995,4161.381538238036,2823.600000000409
DL9,15058094.705000022,2990.6841519364493,2541.6999999998293
DN1,13966918.31100001,3188.0662659210248,2255
DN10,23312246.023999967,3978.1989802047724,2833
DN11,39543561.89790226,2914.472427616617,2382.1000000005797
DN12,29499094.180999972,2684.664559610482,2244.6999999995533
DN14,69778194.15299968,3231.8185425871743,2491.8999999990565
DN15,44366886.82799988,2852.258876759877,2324.800000000273
DN16,39715683.16900005,2682.767033842208,2217.3000000005213
DN17,48797838.47895106,3044.1571103525303,2446.6
DN18,16919204.336000014,2889.2083907103847,2301
DN19,9328305.490000006,3403.2489930682254,2695.5
DN2,30500151.62299988,2829.852627853023,2339.5
DN20,26334966.709999938,3080.113065497069,2442.800000000393
DN21,58500207.63299975,3228.310117156876,2501.799999999615
DN22,58279768.88,3453.206664395331,2546.5
DN3,39215923.44599969,2871.699139279415,2363.899999999421
DN31,12805778.76099999,2678.472863626854,2130.699999999977
DN32,36490819.927000016,2828.745730775195,2319.8999999994926
DN33,25273715.19100003,2854.1744992659546,2436
DN34,25780450.11199995,3013.495045236698,2380.5
DN35,43699144.24099998,2801.7659960889905,2281.600000000664
DN36,31598618.69099994,3317.440282519679,2634
DN37,30829480.629000045,3228.894075094265,2579.100000000296
DN38,4772462.991000002,3784.665337827123,2814.2000000000567
DN39,4922798.072000002,3743.5726783269974,2866.8999999999373
DN4,73174121.42099983,2896.379093611456,2347.100000000994
DN40,16446562.252999999,3007.7838794806144,2486.199999999796
DN41,9225586.234000014,3133.690976222831,2527.2000000001244
DN5,51667141.48299981,2928.810242219818,2350.6000000007807
DN6,40497264.45699987,2949.3310361226327,2393.600000000595
DN7,31014685.84,3092.1920082751744,2452.6000000002946
DN8,23249506.873000056,2936.285283278613,2360.0999999999162
DN9,33042144.03399995,3505.425847018879,2729.1999999995405
DT1,31022074.678000003,2899.8013346419893,2199.5
DT10,23663741.960000046,4021.71,2837
DT11,52227886.977999955,3880.23,2762.6999999998166
DT2,58833299.55900002,4721.773640369183,3200.5
DT3,37199942.71399995,3145.340552464695,2407.1849999995497
DT4,53105189.24900011,2882.3919479483343,2216.5
DT5,16961038.142000016,2760.136394141581,2192.099999999764
DT6,40771130.65600006,3428.4502737975163,2393.899999999543
DT7,11831272.891999995,3336.5123778905795,2251.299999999871
DT8,13070805.609999998,4210.955415592783,2839.200000000089
DT9,41601329.57,3877.8271412192485,2678.899999999533
DY1,46106874.729000114,3260.7407870579996,2629.5
